job_id,repo_id,repo_name,pr_id,pr_number,agent,revision,checkout_ref,base_sha,head_sha,language,codeql_language,codeql_version,query_suite,build_mode,build_command,comparison_status,status,attempts,retry_excluded,retry_excluded_reason
crewAIInc_crewAI__pr-1947__before,710601088,crewAIInc/crewAI,2290991358,1947,Human,before,a836f466f492d9c79191ff9a33076f7ab7cfe460,a836f466f492d9c79191ff9a33076f7ab7cfe460,c6bdbb510e56f7a56ea53ee0e4e2f0eb00122048,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-1947__after,710601088,crewAIInc/crewAI,2290991358,1947,Human,after,c6bdbb510e56f7a56ea53ee0e4e2f0eb00122048,a836f466f492d9c79191ff9a33076f7ab7cfe460,c6bdbb510e56f7a56ea53ee0e4e2f0eb00122048,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sebastianwessel_quickjs__pr-62__before,822144221,sebastianwessel/quickjs,2380235971,62,Human,before,6c5c047bc8cc07d7b6754f962f8e6a3fd9238bea,6c5c047bc8cc07d7b6754f962f8e6a3fd9238bea,2a5d949195d323e7bf452e8556d97aeabafd693c,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sebastianwessel_quickjs__pr-62__after,822144221,sebastianwessel/quickjs,2380235971,62,Human,after,2a5d949195d323e7bf452e8556d97aeabafd693c,6c5c047bc8cc07d7b6754f962f8e6a3fd9238bea,2a5d949195d323e7bf452e8556d97aeabafd693c,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
marimo-team_marimo__pr-4442__before,678526156,marimo-team/marimo,2447403860,4442,Human,before,a6299dfde3ebf46d70586660be005e9ad8a2fffc,a6299dfde3ebf46d70586660be005e9ad8a2fffc,c4a1e0d0c856ff9761e84d2f5e83d9c9b268aabe,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
marimo-team_marimo__pr-4442__after,678526156,marimo-team/marimo,2447403860,4442,Human,after,c4a1e0d0c856ff9761e84d2f5e83d9c9b268aabe,a6299dfde3ebf46d70586660be005e9ad8a2fffc,c4a1e0d0c856ff9761e84d2f5e83d9c9b268aabe,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-2169__before,710601088,crewAIInc/crewAI,2345245386,2169,Human,before,00c2f5043e80be88dc3337d5e57a73358f5ca11a,00c2f5043e80be88dc3337d5e57a73358f5ca11a,78621d6b7b874d5de4b2511ae6264e6a1ca6cf2c,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-2169__after,710601088,crewAIInc/crewAI,2345245386,2169,Human,after,78621d6b7b874d5de4b2511ae6264e6a1ca6cf2c,00c2f5043e80be88dc3337d5e57a73358f5ca11a,78621d6b7b874d5de4b2511ae6264e6a1ca6cf2c,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_react-native-windows__pr-14441__before,48009214,microsoft/react-native-windows,2407900697,14441,Human,before,c6c019f54d9a76679d30d31c6422f630c7699633,c6c019f54d9a76679d30d31c6422f630c7699633,3c3fb89bdabb6c1b2387ccf8ec4cdf99d4444677,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_react-native-windows__pr-14441__after,48009214,microsoft/react-native-windows,2407900697,14441,Human,after,3c3fb89bdabb6c1b2387ccf8ec4cdf99d4444677,c6c019f54d9a76679d30d31c6422f630c7699633,3c3fb89bdabb6c1b2387ccf8ec4cdf99d4444677,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_vscode__pr-237686__before,41881900,microsoft/vscode,2271255825,237686,Human,before,e6805d7927dc05d2a38dac3c272788e484197648,e6805d7927dc05d2a38dac3c272788e484197648,0b763c46a45717a7101d7adb5fe5db9d0729050c,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_vscode__pr-237686__after,41881900,microsoft/vscode,2271255825,237686,Human,after,0b763c46a45717a7101d7adb5fe5db9d0729050c,e6805d7927dc05d2a38dac3c272788e484197648,0b763c46a45717a7101d7adb5fe5db9d0729050c,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
box_box-ui-elements__pr-4026__before,95743138,box/box-ui-elements,2391925655,4026,Human,before,44f15491f24e2292fe2132e03373926c8cdd7f40,44f15491f24e2292fe2132e03373926c8cdd7f40,2f508e3f064201ef1c961942681ecab6a6b8223a,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
box_box-ui-elements__pr-4026__after,95743138,box/box-ui-elements,2391925655,4026,Human,after,2f508e3f064201ef1c961942681ecab6a6b8223a,44f15491f24e2292fe2132e03373926c8cdd7f40,2f508e3f064201ef1c961942681ecab6a6b8223a,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
nrwl_nx__pr-31004__before,100061716,nrwl/nx,2495870826,31004,Human,before,aa92b3361c28ffe7cdc3b24feb80d345d0141722,aa92b3361c28ffe7cdc3b24feb80d345d0141722,957c9ff02d72b9084ffd8c8e22901800af8d14cc,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
nrwl_nx__pr-31004__after,100061716,nrwl/nx,2495870826,31004,Human,after,957c9ff02d72b9084ffd8c8e22901800af8d14cc,aa92b3361c28ffe7cdc3b24feb80d345d0141722,957c9ff02d72b9084ffd8c8e22901800af8d14cc,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
marimo-team_marimo__pr-4492__before,678526156,marimo-team/marimo,2454302586,4492,Human,before,cd14e6bb3961b46970f180e7f904c2424f502f2e,cd14e6bb3961b46970f180e7f904c2424f502f2e,eff6295a2c56768d5ddce1e10f0419c584f60b8e,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
marimo-team_marimo__pr-4492__after,678526156,marimo-team/marimo,2454302586,4492,Human,after,eff6295a2c56768d5ddce1e10f0419c584f60b8e,cd14e6bb3961b46970f180e7f904c2424f502f2e,eff6295a2c56768d5ddce1e10f0419c584f60b8e,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
antiwork_gumroad__pr-303__before,959682770,antiwork/gumroad,2574195464,303,Human,before,dbf9dfde867c2958d475dfaf6d20fc81f294241f,dbf9dfde867c2958d475dfaf6d20fc81f294241f,2fd8eb44349665c3364113bbe2ca778cc53f02de,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
antiwork_gumroad__pr-303__after,959682770,antiwork/gumroad,2574195464,303,Human,after,2fd8eb44349665c3364113bbe2ca778cc53f02de,dbf9dfde867c2958d475dfaf6d20fc81f294241f,2fd8eb44349665c3364113bbe2ca778cc53f02de,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-2181__before,710601088,crewAIInc/crewAI,2347695702,2181,Human,before,e2ce65fc5b9cf1f0ab3495e74b1d102ddfacedf3,e2ce65fc5b9cf1f0ab3495e74b1d102ddfacedf3,b26131e8e9754c7d1108c76ba14fa16724f36277,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-2181__after,710601088,crewAIInc/crewAI,2347695702,2181,Human,after,b26131e8e9754c7d1108c76ba14fa16724f36277,e2ce65fc5b9cf1f0ab3495e74b1d102ddfacedf3,b26131e8e9754c7d1108c76ba14fa16724f36277,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
tegnike_aituber-kit__pr-389__before,705022737,tegnike/aituber-kit,2521335117,389,Human,before,45144c231d272323c1938d722a4b018b2fb1c30e,45144c231d272323c1938d722a4b018b2fb1c30e,7161d14c7eb884310a55658de0a14de075dabe4c,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
tegnike_aituber-kit__pr-389__after,705022737,tegnike/aituber-kit,2521335117,389,Human,after,7161d14c7eb884310a55658de0a14de075dabe4c,45144c231d272323c1938d722a4b018b2fb1c30e,7161d14c7eb884310a55658de0a14de075dabe4c,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
hackmdio_codimd__pr-1901__before,35017238,hackmdio/codimd,2408783373,1901,Human,before,5468be4abc8551a2a85e66e2a9d098b6f8e2345b,5468be4abc8551a2a85e66e2a9d098b6f8e2345b,81611f2435dd95d2a27613b70aed903775cb0698,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
hackmdio_codimd__pr-1901__after,35017238,hackmdio/codimd,2408783373,1901,Human,after,81611f2435dd95d2a27613b70aed903775cb0698,5468be4abc8551a2a85e66e2a9d098b6f8e2345b,81611f2435dd95d2a27613b70aed903775cb0698,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
OpenHFT_Chronicle-Core__pr-692__before,31261793,OpenHFT/Chronicle-Core,2495330936,692,Human,before,c86c2d9ab9aa964467bd727be147ea250443d3f6,c86c2d9ab9aa964467bd727be147ea250443d3f6,92dd94b53ee5519de8a0598a06e079b07b13d055,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
OpenHFT_Chronicle-Core__pr-692__after,31261793,OpenHFT/Chronicle-Core,2495330936,692,Human,after,92dd94b53ee5519de8a0598a06e079b07b13d055,c86c2d9ab9aa964467bd727be147ea250443d3f6,92dd94b53ee5519de8a0598a06e079b07b13d055,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
antiwork_shortest__pr-410__before,859537060,antiwork/shortest,2421256128,410,Human,before,c7c3b08d44cfd3b5356e04997b878b2d93a3e29f,c7c3b08d44cfd3b5356e04997b878b2d93a3e29f,53ea0f914d51f38ddea8f0985ffa364d28151697,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
antiwork_shortest__pr-410__after,859537060,antiwork/shortest,2421256128,410,Human,after,53ea0f914d51f38ddea8f0985ffa364d28151697,c7c3b08d44cfd3b5356e04997b878b2d93a3e29f,53ea0f914d51f38ddea8f0985ffa364d28151697,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
wolfSSL_wolfssl__pr-8538__before,28928522,wolfSSL/wolfssl,2377365971,8538,Human,before,acc096c2eaa59dba0a5af1e865c6a8942355b587,acc096c2eaa59dba0a5af1e865c6a8942355b587,3ada6e29aa17061638a602f5100ef1a00b7c282e,C,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
wolfSSL_wolfssl__pr-8538__after,28928522,wolfSSL/wolfssl,2377365971,8538,Human,after,3ada6e29aa17061638a602f5100ef1a00b7c282e,acc096c2eaa59dba0a5af1e865c6a8942355b587,3ada6e29aa17061638a602f5100ef1a00b7c282e,C,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_typescript-go__pr-839__before,860100131,microsoft/typescript-go,2492175810,839,Human,before,,,,Go,go,2.23.2,security-and-quality,autobuild,,pending,needs_ref,,true,pathological_cwe_089_stringbreak_runtime
microsoft_typescript-go__pr-839__after,860100131,microsoft/typescript-go,2492175810,839,Human,after,refs/pull/839/head,,,Go,go,2.23.2,security-and-quality,autobuild,,pending,ready,,true,pathological_cwe_089_stringbreak_runtime
crewAIInc_crewAI__pr-3057__before,710601088,crewAIInc/crewAI,2615049612,3057,Human,before,c96d4a6823fb5a3ef196427612b784efe504fdce,c96d4a6823fb5a3ef196427612b784efe504fdce,29dc2c2429d7a5ec3c88c4329fb13ad4e1ae99eb,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-3057__after,710601088,crewAIInc/crewAI,2615049612,3057,Human,after,29dc2c2429d7a5ec3c88c4329fb13ad4e1ae99eb,c96d4a6823fb5a3ef196427612b784efe504fdce,29dc2c2429d7a5ec3c88c4329fb13ad4e1ae99eb,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
antiwork_gumroad__pr-26__before,959682770,antiwork/gumroad,2438200828,26,Human,before,c2044397e5b49d48cd8bdd2636f88de98bc08e52,c2044397e5b49d48cd8bdd2636f88de98bc08e52,f3df02f2d2e71089a879fa302d4250aed1cdd7fb,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
antiwork_gumroad__pr-26__after,959682770,antiwork/gumroad,2438200828,26,Human,after,f3df02f2d2e71089a879fa302d4250aed1cdd7fb,c2044397e5b49d48cd8bdd2636f88de98bc08e52,f3df02f2d2e71089a879fa302d4250aed1cdd7fb,Ruby,ruby,2.23.2,security-and-quality,none,,compared,completed,1,,
promptfoo_promptfoo__pr-3321__before,633927609,promptfoo/promptfoo,2379716720,3321,Human,before,eb8409b19d7f14026f0e147a5ca56d48e2988905,eb8409b19d7f14026f0e147a5ca56d48e2988905,714a79b4b7779473b6150543eac4496e309513e2,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
promptfoo_promptfoo__pr-3321__after,633927609,promptfoo/promptfoo,2379716720,3321,Human,after,714a79b4b7779473b6150543eac4496e309513e2,eb8409b19d7f14026f0e147a5ca56d48e2988905,714a79b4b7779473b6150543eac4496e309513e2,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_vscode__pr-248239__before,41881900,microsoft/vscode,2502429205,248239,Human,before,0aa0820eeeb03a07848b7e532243dc591db79896,0aa0820eeeb03a07848b7e532243dc591db79896,0310f2ef28a04ab8698596d21082a35ebe85b628,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_vscode__pr-248239__after,41881900,microsoft/vscode,2502429205,248239,Human,after,0310f2ef28a04ab8698596d21082a35ebe85b628,0aa0820eeeb03a07848b7e532243dc591db79896,0310f2ef28a04ab8698596d21082a35ebe85b628,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
grafana_loki__pr-15991__before,129717717,grafana/loki,2303153623,15991,Human,before,0f820c11bd1a6c0ad30efcadda042c8d4fda2498,0f820c11bd1a6c0ad30efcadda042c8d4fda2498,67074cc751aaf8ab57e57f970b6c7957efae5851,Go,go,2.23.2,security-and-quality,autobuild,,compared,completed,1,,
grafana_loki__pr-15991__after,129717717,grafana/loki,2303153623,15991,Human,after,67074cc751aaf8ab57e57f970b6c7957efae5851,0f820c11bd1a6c0ad30efcadda042c8d4fda2498,67074cc751aaf8ab57e57f970b6c7957efae5851,Go,go,2.23.2,security-and-quality,autobuild,,compared,completed,1,,
mendableai_firecrawl__pr-1137__before,787076358,mendableai/firecrawl,2317945028,1137,Human,before,4a803f561a0f6f86bacf46f5782f335c23eb95fb,4a803f561a0f6f86bacf46f5782f335c23eb95fb,cccaba674102acd3eea9c992a4ad8580596240e8,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
mendableai_firecrawl__pr-1137__after,787076358,mendableai/firecrawl,2317945028,1137,Human,after,cccaba674102acd3eea9c992a4ad8580596240e8,4a803f561a0f6f86bacf46f5782f335c23eb95fb,cccaba674102acd3eea9c992a4ad8580596240e8,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
Kiln-AI_Kiln__pr-110__before,832879402,Kiln-AI/Kiln,2278053264,110,Human,before,cedad391e22199fec818ddaf5f4b7edef3e1673d,cedad391e22199fec818ddaf5f4b7edef3e1673d,d2ccca464192ef7f783d4cecfb6ec04b3b9a3a4c,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
Kiln-AI_Kiln__pr-110__after,832879402,Kiln-AI/Kiln,2278053264,110,Human,after,d2ccca464192ef7f783d4cecfb6ec04b3b9a3a4c,cedad391e22199fec818ddaf5f4b7edef3e1673d,d2ccca464192ef7f783d4cecfb6ec04b3b9a3a4c,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_ApplicationInsights-JS__pr-2514__before,33373292,microsoft/ApplicationInsights-JS,2496520553,2514,Human,before,4f7f645fa52b5de9f3cbb18b51bee02adfb4adad,4f7f645fa52b5de9f3cbb18b51bee02adfb4adad,3ec7d56b06c6e0fe36678fe0be1b4b27fc431476,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_ApplicationInsights-JS__pr-2514__after,33373292,microsoft/ApplicationInsights-JS,2496520553,2514,Human,after,3ec7d56b06c6e0fe36678fe0be1b4b27fc431476,4f7f645fa52b5de9f3cbb18b51bee02adfb4adad,3ec7d56b06c6e0fe36678fe0be1b4b27fc431476,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
OneKeyHQ_app-monorepo__pr-7207__before,430749584,OneKeyHQ/app-monorepo,2478231534,7207,Human,before,5320d2a3171c914eb8dd0f8888a5e74b90d8e23d,5320d2a3171c914eb8dd0f8888a5e74b90d8e23d,27d25ccffefe720bbc893f33ec384c17e755b798,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
OneKeyHQ_app-monorepo__pr-7207__after,430749584,OneKeyHQ/app-monorepo,2478231534,7207,Human,after,27d25ccffefe720bbc893f33ec384c17e755b798,5320d2a3171c914eb8dd0f8888a5e74b90d8e23d,27d25ccffefe720bbc893f33ec384c17e755b798,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
onlook-dev_onlook__pr-1124__before,820087727,onlook-dev/onlook,2299130689,1124,Human,before,4b13f448710495c4a68bf908eb1ea110839eb3e9,4b13f448710495c4a68bf908eb1ea110839eb3e9,b5446f8d7d8df72037dfe8c0cb062e47e8e134a5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
onlook-dev_onlook__pr-1124__after,820087727,onlook-dev/onlook,2299130689,1124,Human,after,b5446f8d7d8df72037dfe8c0cb062e47e8e134a5,4b13f448710495c4a68bf908eb1ea110839eb3e9,b5446f8d7d8df72037dfe8c0cb062e47e8e134a5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
miurla_morphic__pr-495__before,782539945,miurla/morphic,2490183430,495,Human,before,6a720517ec05f31367e11e93d1df08177f7ddcea,6a720517ec05f31367e11e93d1df08177f7ddcea,e0130b9a6be867ca7295d2700a24c98c2c9f51da,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
miurla_morphic__pr-495__after,782539945,miurla/morphic,2490183430,495,Human,after,e0130b9a6be867ca7295d2700a24c98c2c9f51da,6a720517ec05f31367e11e93d1df08177f7ddcea,e0130b9a6be867ca7295d2700a24c98c2c9f51da,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
calcom_cal.com__pr-20075__before,350360184,calcom/cal.com,2392025046,20075,Human,before,be4d3170db464f1f8ac70458703ea321add63d6b,be4d3170db464f1f8ac70458703ea321add63d6b,1bb2962d62594ea0b9bde5d700a085e599e7d26e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
calcom_cal.com__pr-20075__after,350360184,calcom/cal.com,2392025046,20075,Human,after,1bb2962d62594ea0b9bde5d700a085e599e7d26e,be4d3170db464f1f8ac70458703ea321add63d6b,1bb2962d62594ea0b9bde5d700a085e599e7d26e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_vscode__pr-237899__before,41881900,microsoft/vscode,2276846767,237899,Human,before,924d7a84bf70beb5067124b1fc866b740f188f89,924d7a84bf70beb5067124b1fc866b740f188f89,69919d7ac1eebdcbdfe54847ebeb32412ee85ad2,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_vscode__pr-237899__after,41881900,microsoft/vscode,2276846767,237899,Human,after,69919d7ac1eebdcbdfe54847ebeb32412ee85ad2,924d7a84bf70beb5067124b1fc866b740f188f89,69919d7ac1eebdcbdfe54847ebeb32412ee85ad2,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
dartsim_dart__pr-1940__before,2418592,dartsim/dart,2430116773,1940,Human,before,972ba45e1e79e54769ade5f14f9295a1f3732ef7,972ba45e1e79e54769ade5f14f9295a1f3732ef7,23586f850e75ed5fc1d4a6c9ab2689c75bee5c01,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
dartsim_dart__pr-1940__after,2418592,dartsim/dart,2430116773,1940,Human,after,23586f850e75ed5fc1d4a6c9ab2689c75bee5c01,972ba45e1e79e54769ade5f14f9295a1f3732ef7,23586f850e75ed5fc1d4a6c9ab2689c75bee5c01,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
celestiaorg_celestia-core__pr-1670__before,221931137,celestiaorg/celestia-core,2387680586,1670,Human,before,f5b67be45e48d858778d3bedd443958dc4650ee2,f5b67be45e48d858778d3bedd443958dc4650ee2,588f62b6cb52dd2378d049e17c693d3511bdd0bc,Go,go,2.23.2,security-and-quality,autobuild,,compared,completed,1,,
celestiaorg_celestia-core__pr-1670__after,221931137,celestiaorg/celestia-core,2387680586,1670,Human,after,588f62b6cb52dd2378d049e17c693d3511bdd0bc,f5b67be45e48d858778d3bedd443958dc4650ee2,588f62b6cb52dd2378d049e17c693d3511bdd0bc,Go,go,2.23.2,security-and-quality,autobuild,,compared,completed,1,,
pdfme_pdfme__pr-1003__before,398753576,pdfme/pdfme,2512905586,1003,Human,before,ef0efbbf2b419fe9e47c481e08d84bd15da6d182,ef0efbbf2b419fe9e47c481e08d84bd15da6d182,c02b0c9b763934a7e21f0c208330565cb5119bd5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
pdfme_pdfme__pr-1003__after,398753576,pdfme/pdfme,2512905586,1003,Human,after,c02b0c9b763934a7e21f0c208330565cb5119bd5,ef0efbbf2b419fe9e47c481e08d84bd15da6d182,c02b0c9b763934a7e21f0c208330565cb5119bd5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
Azure_azure-sdk-for-js__pr-33358__before,108311273,Azure/azure-sdk-for-js,2388293687,33358,Human,before,bc6d2f250854454b588b8e524ce6d96c42c73a7b,bc6d2f250854454b588b8e524ce6d96c42c73a7b,b136f7f202ac1c3269d084d50fd008f65ca6143b,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
Azure_azure-sdk-for-js__pr-33358__after,108311273,Azure/azure-sdk-for-js,2388293687,33358,Human,after,b136f7f202ac1c3269d084d50fd008f65ca6143b,bc6d2f250854454b588b8e524ce6d96c42c73a7b,b136f7f202ac1c3269d084d50fd008f65ca6143b,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
airbytehq_airbyte__pr-50971__before,283046497,airbytehq/airbyte,2264866046,50971,Human,before,d7939e71e6382bf08a0ae38d1b39712b6982058f,d7939e71e6382bf08a0ae38d1b39712b6982058f,3e03d6b04e5e490af2e4d2b95159fc9cc7cda538,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
airbytehq_airbyte__pr-50971__after,283046497,airbytehq/airbyte,2264866046,50971,Human,after,3e03d6b04e5e490af2e4d2b95159fc9cc7cda538,d7939e71e6382bf08a0ae38d1b39712b6982058f,3e03d6b04e5e490af2e4d2b95159fc9cc7cda538,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
marimo-team_marimo__pr-3395__before,678526156,marimo-team/marimo,2270694748,3395,Human,before,8c53055a0e5294a4365e616b9ded564f6937154d,8c53055a0e5294a4365e616b9ded564f6937154d,b8ed14722f23b2abdfaeb35a00cb939df40cafbf,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
marimo-team_marimo__pr-3395__after,678526156,marimo-team/marimo,2270694748,3395,Human,after,b8ed14722f23b2abdfaeb35a00cb939df40cafbf,8c53055a0e5294a4365e616b9ded564f6937154d,b8ed14722f23b2abdfaeb35a00cb939df40cafbf,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
antiwork_flexile__pr-344__before,955904085,antiwork/flexile,2558082126,344,Human,before,,,,Ruby,ruby,2.23.2,security-and-quality,none,,pending,needs_ref,,true,repository-wide exclusion requested after repeated preparation/API failures on 2026-07-25
antiwork_flexile__pr-344__after,955904085,antiwork/flexile,2558082126,344,Human,after,refs/pull/344/head,,,Ruby,ruby,2.23.2,security-and-quality,none,,pending,needs_ref,,true,repository-wide exclusion requested after repeated preparation/API failures on 2026-07-25
dust-tt_dust__pr-10497__before,526514610,dust-tt/dust,2313237915,10497,Human,before,959ebbabe30d3d9c8264411d04a524d801607238,959ebbabe30d3d9c8264411d04a524d801607238,adbbaccc34f8ae02681ed8c670e414fc65af494d,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
dust-tt_dust__pr-10497__after,526514610,dust-tt/dust,2313237915,10497,Human,after,adbbaccc34f8ae02681ed8c670e414fc65af494d,959ebbabe30d3d9c8264411d04a524d801607238,adbbaccc34f8ae02681ed8c670e414fc65af494d,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
box_box-ui-elements__pr-3865__before,95743138,box/box-ui-elements,2297108962,3865,Human,before,ea97280348efddf3ea00a844aa0ccea6fd9c1d2c,ea97280348efddf3ea00a844aa0ccea6fd9c1d2c,40939fec9c32307262b6a07e05c7ca67c8ae8e4d,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
box_box-ui-elements__pr-3865__after,95743138,box/box-ui-elements,2297108962,3865,Human,after,40939fec9c32307262b6a07e05c7ca67c8ae8e4d,ea97280348efddf3ea00a844aa0ccea6fd9c1d2c,40939fec9c32307262b6a07e05c7ca67c8ae8e4d,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
jina-ai_node-DeepResearch__pr-55__before,922423439,jina-ai/node-DeepResearch,2328343907,55,Human,before,c4639a2e929dcb6d30590e18df76a797c08a4b6a,c4639a2e929dcb6d30590e18df76a797c08a4b6a,00eed848c8d329fbc8e0de16f4ac3e164379f24e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
jina-ai_node-DeepResearch__pr-55__after,922423439,jina-ai/node-DeepResearch,2328343907,55,Human,after,00eed848c8d329fbc8e0de16f4ac3e164379f24e,c4639a2e929dcb6d30590e18df76a797c08a4b6a,00eed848c8d329fbc8e0de16f4ac3e164379f24e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
langfuse_langfuse__pr-5073__before,642497346,langfuse/langfuse,2282524278,5073,Human,before,6aff9b0f4a7979cc10c41ca7ac88ce9a5aa42309,6aff9b0f4a7979cc10c41ca7ac88ce9a5aa42309,5c9dd8a6d3404ec77425c45b9ed7e6458a3dfc70,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
langfuse_langfuse__pr-5073__after,642497346,langfuse/langfuse,2282524278,5073,Human,after,5c9dd8a6d3404ec77425c45b9ed7e6458a3dfc70,6aff9b0f4a7979cc10c41ca7ac88ce9a5aa42309,5c9dd8a6d3404ec77425c45b9ed7e6458a3dfc70,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
bytebot-ai_bytebot__pr-7__before,926709003,bytebot-ai/bytebot,2442096129,7,Human,before,764d88d8475f03b04544adc6adf8bfe48884a4f9,764d88d8475f03b04544adc6adf8bfe48884a4f9,0f8e390764b2fa328358632dad4684930da82490,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
bytebot-ai_bytebot__pr-7__after,926709003,bytebot-ai/bytebot,2442096129,7,Human,after,0f8e390764b2fa328358632dad4684930da82490,764d88d8475f03b04544adc6adf8bfe48884a4f9,0f8e390764b2fa328358632dad4684930da82490,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
antiwork_flexile__pr-90__before,955904085,antiwork/flexile,2447284551,90,Human,before,,,,Ruby,ruby,2.23.2,security-and-quality,none,,pending,needs_ref,,true,repository-wide exclusion requested after repeated preparation/API failures on 2026-07-25
