job_id,repo_id,repo_name,pr_id,pr_number,agent,revision,checkout_ref,base_sha,head_sha,language,codeql_language,codeql_version,query_suite,build_mode,build_command,comparison_status,status,attempts,retry_excluded,retry_excluded_reason
calcom_cal.com__pr-19445__before,350360184,calcom/cal.com,2349856962,19445,Human,before,4b2265c35d161ca44e1b51b82bbb4b09ecae8565,4b2265c35d161ca44e1b51b82bbb4b09ecae8565,58e5e59131edf7d2dfe23bf676850ca304d4e4dc,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
calcom_cal.com__pr-19445__after,350360184,calcom/cal.com,2349856962,19445,Human,after,58e5e59131edf7d2dfe23bf676850ca304d4e4dc,4b2265c35d161ca44e1b51b82bbb4b09ecae8565,58e5e59131edf7d2dfe23bf676850ca304d4e4dc,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
writer_writer-framework__pr-817__before,460609164,writer/writer-framework,2449472145,817,Human,before,1eef59c246db7c852537344e8a73fd9057fabf01,1eef59c246db7c852537344e8a73fd9057fabf01,e2989fbfd22e6887d2762ba5f2c2ca96f3620768,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
writer_writer-framework__pr-817__after,460609164,writer/writer-framework,2449472145,817,Human,after,e2989fbfd22e6887d2762ba5f2c2ca96f3620768,1eef59c246db7c852537344e8a73fd9057fabf01,e2989fbfd22e6887d2762ba5f2c2ca96f3620768,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
Z3Prover_z3__pr-7537__before,32944298,Z3Prover/z3,2304798540,7537,Human,before,6d3cfb63daa9afdd7d6d6b4d2f2fb84bd7324571,6d3cfb63daa9afdd7d6d6b4d2f2fb84bd7324571,9816a155408cf92c253f689d0f7977dbf9740299,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
Z3Prover_z3__pr-7537__after,32944298,Z3Prover/z3,2304798540,7537,Human,after,9816a155408cf92c253f689d0f7977dbf9740299,6d3cfb63daa9afdd7d6d6b4d2f2fb84bd7324571,9816a155408cf92c253f689d0f7977dbf9740299,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
liam-hq_liam__pr-1920__before,839216423,liam-hq/liam,2572985494,1920,Human,before,62e55c54625e799f720fa5956879d51615b17f4c,62e55c54625e799f720fa5956879d51615b17f4c,f87468ac05f804b1f35631384b0bb6b1b06afa22,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
liam-hq_liam__pr-1920__after,839216423,liam-hq/liam,2572985494,1920,Human,after,f87468ac05f804b1f35631384b0bb6b1b06afa22,62e55c54625e799f720fa5956879d51615b17f4c,f87468ac05f804b1f35631384b0bb6b1b06afa22,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-2479__before,710601088,crewAIInc/crewAI,2419596001,2479,Human,before,ebb585e494589d5a7bee5661d50fc872e04774e6,ebb585e494589d5a7bee5661d50fc872e04774e6,6f2b8cb582f6d6440ecb56f377e9876482563b85,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-2479__after,710601088,crewAIInc/crewAI,2419596001,2479,Human,after,6f2b8cb582f6d6440ecb56f377e9876482563b85,ebb585e494589d5a7bee5661d50fc872e04774e6,6f2b8cb582f6d6440ecb56f377e9876482563b85,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_vscode__pr-244717__before,41881900,microsoft/vscode,2418784872,244717,Human,before,7fe436f35a7bfae107b4a68e5ee092ffbc016688,7fe436f35a7bfae107b4a68e5ee092ffbc016688,964b2593b45214bbac89fa1af98e0ecb983a8788,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_vscode__pr-244717__after,41881900,microsoft/vscode,2418784872,244717,Human,after,964b2593b45214bbac89fa1af98e0ecb983a8788,7fe436f35a7bfae107b4a68e5ee092ffbc016688,964b2593b45214bbac89fa1af98e0ecb983a8788,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
OpenHFT_Chronicle-Wire__pr-1139__before,29301872,OpenHFT/Chronicle-Wire,2559854048,1139,Human,before,8bd39b4af36fec04d2d41998995ec6b6379234af,8bd39b4af36fec04d2d41998995ec6b6379234af,270c6a02adf94ef689dcca3bd90e97ba63085598,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
OpenHFT_Chronicle-Wire__pr-1139__after,29301872,OpenHFT/Chronicle-Wire,2559854048,1139,Human,after,270c6a02adf94ef689dcca3bd90e97ba63085598,8bd39b4af36fec04d2d41998995ec6b6379234af,270c6a02adf94ef689dcca3bd90e97ba63085598,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
effekseer_Effekseer__pr-1041__before,13696235,effekseer/Effekseer,2497426154,1041,Human,before,7b8d3e9063e8643f80a79b09717f6a6e0c18c8f2,7b8d3e9063e8643f80a79b09717f6a6e0c18c8f2,6a906d7d46982742154d3d3cb13bbbaae802efe7,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
effekseer_Effekseer__pr-1041__after,13696235,effekseer/Effekseer,2497426154,1041,Human,after,6a906d7d46982742154d3d3cb13bbbaae802efe7,7b8d3e9063e8643f80a79b09717f6a6e0c18c8f2,6a906d7d46982742154d3d3cb13bbbaae802efe7,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
TheAlgorithms_Python__pr-12676__before,63476337,TheAlgorithms/Python,2467788242,12676,Human,before,a1aa6313e08657f0e9ae337afa81d6b6f95357c9,a1aa6313e08657f0e9ae337afa81d6b6f95357c9,fc4977c9e454ce978ac3c4a76e45ec526fffc7ce,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
TheAlgorithms_Python__pr-12676__after,63476337,TheAlgorithms/Python,2467788242,12676,Human,after,fc4977c9e454ce978ac3c4a76e45ec526fffc7ce,a1aa6313e08657f0e9ae337afa81d6b6f95357c9,fc4977c9e454ce978ac3c4a76e45ec526fffc7ce,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_typescript-go__pr-1204__before,860100131,microsoft/typescript-go,2597008529,1204,Human,before,,,,Go,go,2.23.2,security-and-quality,autobuild,,pending,needs_ref,,true,pathological_cwe_089_stringbreak_runtime
microsoft_typescript-go__pr-1204__after,860100131,microsoft/typescript-go,2597008529,1204,Human,after,refs/pull/1204/head,,,Go,go,2.23.2,security-and-quality,autobuild,,pending,ready,,true,pathological_cwe_089_stringbreak_runtime
getsentry_sentry__pr-88748__before,873328,getsentry/sentry,2438086945,88748,Human,before,d6858825bf42113721440faa4d672f810b831e34,d6858825bf42113721440faa4d672f810b831e34,9e6639d3396cc9e1ff94baf2fa8af9004c41f388,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
getsentry_sentry__pr-88748__after,873328,getsentry/sentry,2438086945,88748,Human,after,9e6639d3396cc9e1ff94baf2fa8af9004c41f388,d6858825bf42113721440faa4d672f810b831e34,9e6639d3396cc9e1ff94baf2fa8af9004c41f388,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
promptfoo_promptfoo__pr-3593__before,633927609,promptfoo/promptfoo,2439009094,3593,Human,before,5e19abf5060bc03838e242d01715bbd42f1c61e7,5e19abf5060bc03838e242d01715bbd42f1c61e7,6132086811e2926f5f2b2316ea73d42e2dda7509,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
promptfoo_promptfoo__pr-3593__after,633927609,promptfoo/promptfoo,2439009094,3593,Human,after,6132086811e2926f5f2b2316ea73d42e2dda7509,5e19abf5060bc03838e242d01715bbd42f1c61e7,6132086811e2926f5f2b2316ea73d42e2dda7509,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
remotion-dev_remotion__pr-5222__before,274495425,remotion-dev/remotion,2495170138,5222,Human,before,e8bf42f937304087d06508a6d82d2ada554d90c6,e8bf42f937304087d06508a6d82d2ada554d90c6,0c2cd11889bb43c2cd830407c9956692c62e3665,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
remotion-dev_remotion__pr-5222__after,274495425,remotion-dev/remotion,2495170138,5222,Human,after,0c2cd11889bb43c2cd830407c9956692c62e3665,e8bf42f937304087d06508a6d82d2ada554d90c6,0c2cd11889bb43c2cd830407c9956692c62e3665,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
marimo-team_marimo__pr-4733__before,678526156,marimo-team/marimo,2489510452,4733,Human,before,c6c4694595e18ad6a122118d65459c89f09af4e5,c6c4694595e18ad6a122118d65459c89f09af4e5,b7a0c46e1b87c38c76f942013221b780575c4045,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
marimo-team_marimo__pr-4733__after,678526156,marimo-team/marimo,2489510452,4733,Human,after,b7a0c46e1b87c38c76f942013221b780575c4045,c6c4694595e18ad6a122118d65459c89f09af4e5,b7a0c46e1b87c38c76f942013221b780575c4045,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
sam-goodwin_alchemy__pr-330__before,917974798,sam-goodwin/alchemy,2578019772,330,Human,before,b87b35609e51b1b395a8e8b84d7b539b71c9417d,b87b35609e51b1b395a8e8b84d7b539b71c9417d,5f04f2d613160457370a8a8f708950b168b70199,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
sam-goodwin_alchemy__pr-330__after,917974798,sam-goodwin/alchemy,2578019772,330,Human,after,5f04f2d613160457370a8a8f708950b168b70199,b87b35609e51b1b395a8e8b84d7b539b71c9417d,5f04f2d613160457370a8a8f708950b168b70199,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
jlowin_fastmcp__pr-748__before,896296825,jlowin/fastmcp,2576026392,748,Human,before,24704f43b809d29fae74f8883bb2c7c5dfab6311,24704f43b809d29fae74f8883bb2c7c5dfab6311,c5fb5f7fd20591cd9265be186ff1c739ec1eea60,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
jlowin_fastmcp__pr-748__after,896296825,jlowin/fastmcp,2576026392,748,Human,after,c5fb5f7fd20591cd9265be186ff1c739ec1eea60,24704f43b809d29fae74f8883bb2c7c5dfab6311,c5fb5f7fd20591cd9265be186ff1c739ec1eea60,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
tegnike_aituber-kit__pr-360__before,705022737,tegnike/aituber-kit,2469761206,360,Human,before,5e9bda73f0ab38132a0fbc976e0e7350e879da25,5e9bda73f0ab38132a0fbc976e0e7350e879da25,1334229736a4060524a4fbc2286901af1bf5c36f,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
tegnike_aituber-kit__pr-360__after,705022737,tegnike/aituber-kit,2469761206,360,Human,after,1334229736a4060524a4fbc2286901af1bf5c36f,5e9bda73f0ab38132a0fbc976e0e7350e879da25,1334229736a4060524a4fbc2286901af1bf5c36f,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
yamadashy_repomix__pr-534__before,828119367,yamadashy/repomix,2501146285,534,Human,before,f36ab5be060c896898c668fabb1a7efd2242fd0c,f36ab5be060c896898c668fabb1a7efd2242fd0c,5617f9de646f7f65f04825348a44f3b5a81bfb9f,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
yamadashy_repomix__pr-534__after,828119367,yamadashy/repomix,2501146285,534,Human,after,5617f9de646f7f65f04825348a44f3b5a81bfb9f,f36ab5be060c896898c668fabb1a7efd2242fd0c,5617f9de646f7f65f04825348a44f3b5a81bfb9f,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_typespec__pr-7115__before,381857226,microsoft/typespec,2478537850,7115,Human,before,0267f2e5398b3a40c6647395e0569fb9613f762b,0267f2e5398b3a40c6647395e0569fb9613f762b,4ca686975ed1961740330b3ccaa7163e7f73a17c,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_typespec__pr-7115__after,381857226,microsoft/typespec,2478537850,7115,Human,after,4ca686975ed1961740330b3ccaa7163e7f73a17c,0267f2e5398b3a40c6647395e0569fb9613f762b,4ca686975ed1961740330b3ccaa7163e7f73a17c,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
onlook-dev_onlook__pr-2042__before,820087727,onlook-dev/onlook,2568682026,2042,Human,before,67739476fad600d9ff8e4580d67d5c3592656ccb,67739476fad600d9ff8e4580d67d5c3592656ccb,a41eba15cd80a203baa12ac2ddc5edfbbaf9aecd,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
onlook-dev_onlook__pr-2042__after,820087727,onlook-dev/onlook,2568682026,2042,Human,after,a41eba15cd80a203baa12ac2ddc5edfbbaf9aecd,67739476fad600d9ff8e4580d67d5c3592656ccb,a41eba15cd80a203baa12ac2ddc5edfbbaf9aecd,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
liam-hq_liam__pr-2148__before,839216423,liam-hq/liam,2610638983,2148,Human,before,bb2a933fa0e06970467ee9ea7eb5a829109a0def,bb2a933fa0e06970467ee9ea7eb5a829109a0def,a54185a3c09dd6b15e1846b3761c38b109c03cca,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
liam-hq_liam__pr-2148__after,839216423,liam-hq/liam,2610638983,2148,Human,after,a54185a3c09dd6b15e1846b3761c38b109c03cca,bb2a933fa0e06970467ee9ea7eb5a829109a0def,a54185a3c09dd6b15e1846b3761c38b109c03cca,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_playwright-mcp__pr-461__before,952688112,microsoft/playwright-mcp,2537364405,461,Human,before,c318f138954207d041993729fcea5f52e7f91963,c318f138954207d041993729fcea5f52e7f91963,7c7a59edf13ef22aace0d5dcc0899f93a40d583a,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
microsoft_playwright-mcp__pr-461__after,952688112,microsoft/playwright-mcp,2537364405,461,Human,after,7c7a59edf13ef22aace0d5dcc0899f93a40d583a,c318f138954207d041993729fcea5f52e7f91963,7c7a59edf13ef22aace0d5dcc0899f93a40d583a,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
OpenHFT_Java-Runtime-Compiler__pr-148__before,13050340,OpenHFT/Java-Runtime-Compiler,2369891473,148,Human,before,a66d2dd0c92efecf4ee3de4e85c83e8b029634c5,a66d2dd0c92efecf4ee3de4e85c83e8b029634c5,6b1d94bb454be75f3d812f5795243b1710b589ea,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
OpenHFT_Java-Runtime-Compiler__pr-148__after,13050340,OpenHFT/Java-Runtime-Compiler,2369891473,148,Human,after,6b1d94bb454be75f3d812f5795243b1710b589ea,a66d2dd0c92efecf4ee3de4e85c83e8b029634c5,6b1d94bb454be75f3d812f5795243b1710b589ea,Java,java-kotlin,2.23.2,security-and-quality,none,,compared,completed,1,,
Kiln-AI_Kiln__pr-155__before,832879402,Kiln-AI/Kiln,2315875250,155,Human,before,f06c498fda3a0b12f3ce26a0c7e3f14112b6753f,f06c498fda3a0b12f3ce26a0c7e3f14112b6753f,47ec76c2f128dee66600649e6a82faa1bfb798ae,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
Kiln-AI_Kiln__pr-155__after,832879402,Kiln-AI/Kiln,2315875250,155,Human,after,47ec76c2f128dee66600649e6a82faa1bfb798ae,f06c498fda3a0b12f3ce26a0c7e3f14112b6753f,47ec76c2f128dee66600649e6a82faa1bfb798ae,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
tinygrad_tinygrad__pr-10476__before,305144746,tinygrad/tinygrad,2538594489,10476,Human,before,8cc2dff4d845f93ae92bd73f721a0cc78e8a21f8,8cc2dff4d845f93ae92bd73f721a0cc78e8a21f8,51eeea7ebcdd38314fa2967d4d1e8ca73350dd1c,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
tinygrad_tinygrad__pr-10476__after,305144746,tinygrad/tinygrad,2538594489,10476,Human,after,51eeea7ebcdd38314fa2967d4d1e8ca73350dd1c,8cc2dff4d845f93ae92bd73f721a0cc78e8a21f8,51eeea7ebcdd38314fa2967d4d1e8ca73350dd1c,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
appsmithorg_appsmith__pr-39171__before,275993885,appsmithorg/appsmith,2328702914,39171,Human,before,55a00b1de48f7c5f2d9049883bd459769b20fbe4,55a00b1de48f7c5f2d9049883bd459769b20fbe4,c1b8e5de730f04c2a50966a95c061138af658955,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
appsmithorg_appsmith__pr-39171__after,275993885,appsmithorg/appsmith,2328702914,39171,Human,after,c1b8e5de730f04c2a50966a95c061138af658955,55a00b1de48f7c5f2d9049883bd459769b20fbe4,c1b8e5de730f04c2a50966a95c061138af658955,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
prebid_Prebid.js__pr-12972__before,39321023,prebid/Prebid.js,2443896859,12972,Human,before,76c34d983362448ad26ea5b9cf05b0b479b238f8,76c34d983362448ad26ea5b9cf05b0b479b238f8,94afa140120a4b6f847719a354977a8a234fcaa7,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
prebid_Prebid.js__pr-12972__after,39321023,prebid/Prebid.js,2443896859,12972,Human,after,94afa140120a4b6f847719a354977a8a234fcaa7,76c34d983362448ad26ea5b9cf05b0b479b238f8,94afa140120a4b6f847719a354977a8a234fcaa7,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
liam-hq_liam__pr-881__before,839216423,liam-hq/liam,2389886924,881,Human,before,9f15961166b32dec79b5f203be43ecd17eefff0e,9f15961166b32dec79b5f203be43ecd17eefff0e,6e342b213052e523680cd3b3369b94cb69b2443d,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
liam-hq_liam__pr-881__after,839216423,liam-hq/liam,2389886924,881,Human,after,6e342b213052e523680cd3b3369b94cb69b2443d,9f15961166b32dec79b5f203be43ecd17eefff0e,6e342b213052e523680cd3b3369b94cb69b2443d,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
julep-ai_julep__pr-1335__before,781914762,julep-ai/julep,2481519847,1335,Human,before,a24000a4c1a3ea753d721822b5e4eaf0120b34e0,a24000a4c1a3ea753d721822b5e4eaf0120b34e0,b430a8ccafd5ef49d6388719ec145bdcfe07f5dd,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
julep-ai_julep__pr-1335__after,781914762,julep-ai/julep,2481519847,1335,Human,after,b430a8ccafd5ef49d6388719ec145bdcfe07f5dd,a24000a4c1a3ea753d721822b5e4eaf0120b34e0,b430a8ccafd5ef49d6388719ec145bdcfe07f5dd,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
Kanaries_graphic-walker__pr-453__before,542017915,Kanaries/graphic-walker,2542856266,453,Human,before,0f1cb03d506cc2e382f587397ac5987378683a40,0f1cb03d506cc2e382f587397ac5987378683a40,a399e6a769f4f38d3a1872a39e3f8880c0e3574c,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
Kanaries_graphic-walker__pr-453__after,542017915,Kanaries/graphic-walker,2542856266,453,Human,after,a399e6a769f4f38d3a1872a39e3f8880c0e3574c,0f1cb03d506cc2e382f587397ac5987378683a40,a399e6a769f4f38d3a1872a39e3f8880c0e3574c,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
zeroc-ice_ice__pr-3760__before,31625029,zeroc-ice/ice,2410702934,3760,Human,before,b4c729252e61276680f1dda69777aaf5f4d74b6b,b4c729252e61276680f1dda69777aaf5f4d74b6b,361de8c185c5fbd58e504c396d42d23608a421e0,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
zeroc-ice_ice__pr-3760__after,31625029,zeroc-ice/ice,2410702934,3760,Human,after,361de8c185c5fbd58e504c396d42d23608a421e0,b4c729252e61276680f1dda69777aaf5f4d74b6b,361de8c185c5fbd58e504c396d42d23608a421e0,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
onlook-dev_onlook__pr-2234__before,820087727,onlook-dev/onlook,2600573974,2234,Human,before,deec3e27758eeeb763a9e412d97773877195567b,deec3e27758eeeb763a9e412d97773877195567b,4a48650d8c6f11e34e435e14d89ea6ae8584e6b5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
onlook-dev_onlook__pr-2234__after,820087727,onlook-dev/onlook,2600573974,2234,Human,after,4a48650d8c6f11e34e435e14d89ea6ae8584e6b5,deec3e27758eeeb763a9e412d97773877195567b,4a48650d8c6f11e34e435e14d89ea6ae8584e6b5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
elizaOS_eliza__pr-4310__before,826170402,elizaOS/eliza,2466104282,4310,Human,before,68b0ad37200af40d018405f83efc3838fbaaa606,68b0ad37200af40d018405f83efc3838fbaaa606,3262705faeac0d7d8bea376e577d13e6c36dd6c8,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
elizaOS_eliza__pr-4310__after,826170402,elizaOS/eliza,2466104282,4310,Human,after,3262705faeac0d7d8bea376e577d13e6c36dd6c8,68b0ad37200af40d018405f83efc3838fbaaa606,3262705faeac0d7d8bea376e577d13e6c36dd6c8,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
Azure_azure-storage-azcopy__pr-3100__before,114798676,Azure/azure-storage-azcopy,2612742406,3100,Human,before,666d7e0c18a86561c8c84890cd79c2955bdb162f,666d7e0c18a86561c8c84890cd79c2955bdb162f,653aeceff86364fc6519caa5ae09cbba084692d4,Go,go,2.23.2,security-and-quality,autobuild,,compared,completed,1,,
Azure_azure-storage-azcopy__pr-3100__after,114798676,Azure/azure-storage-azcopy,2612742406,3100,Human,after,653aeceff86364fc6519caa5ae09cbba084692d4,666d7e0c18a86561c8c84890cd79c2955bdb162f,653aeceff86364fc6519caa5ae09cbba084692d4,Go,go,2.23.2,security-and-quality,autobuild,,compared,completed,1,,
liam-hq_liam__pr-877__before,839216423,liam-hq/liam,2389485618,877,Human,before,918d0836ecf75d6d4123b1da00815a46d91812cf,918d0836ecf75d6d4123b1da00815a46d91812cf,f4727faafbcd4aaadaafaa0ae055d28c36e6f047,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
liam-hq_liam__pr-877__after,839216423,liam-hq/liam,2389485618,877,Human,after,f4727faafbcd4aaadaafaa0ae055d28c36e6f047,918d0836ecf75d6d4123b1da00815a46d91812cf,f4727faafbcd4aaadaafaa0ae055d28c36e6f047,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
PriorLabs_TabPFN__pr-332__before,509436902,PriorLabs/TabPFN,2609727053,332,Human,before,b0565568f4e1eaa40dc170ccb8272d51da1a5721,b0565568f4e1eaa40dc170ccb8272d51da1a5721,2eae7b4e8a74bfad07aa8f31501e938360d27fc1,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
PriorLabs_TabPFN__pr-332__after,509436902,PriorLabs/TabPFN,2609727053,332,Human,after,2eae7b4e8a74bfad07aa8f31501e938360d27fc1,b0565568f4e1eaa40dc170ccb8272d51da1a5721,2eae7b4e8a74bfad07aa8f31501e938360d27fc1,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
onlook-dev_onlook__pr-2190__before,820087727,onlook-dev/onlook,2591490604,2190,Human,before,f23ebab6f1d2c037c79d3b17fe7c8c9cb8d99174,f23ebab6f1d2c037c79d3b17fe7c8c9cb8d99174,402ee531d83be2c520f58e3efc3819f570158365,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
onlook-dev_onlook__pr-2190__after,820087727,onlook-dev/onlook,2591490604,2190,Human,after,402ee531d83be2c520f58e3efc3819f570158365,f23ebab6f1d2c037c79d3b17fe7c8c9cb8d99174,402ee531d83be2c520f58e3efc3819f570158365,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
prebid_Prebid.js__pr-12924__before,39321023,prebid/Prebid.js,2419055321,12924,Human,before,128c5ffb306d822a3ea44617e38735c0e75d9bc5,128c5ffb306d822a3ea44617e38735c0e75d9bc5,6f8152490863f38cd0e312c35f08155ed3140258,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
prebid_Prebid.js__pr-12924__after,39321023,prebid/Prebid.js,2419055321,12924,Human,after,6f8152490863f38cd0e312c35f08155ed3140258,128c5ffb306d822a3ea44617e38735c0e75d9bc5,6f8152490863f38cd0e312c35f08155ed3140258,JavaScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
dust-tt_dust__pr-12584__before,526514610,dust-tt/dust,2516588693,12584,Human,before,cc847f6591ebf96f727fee19e88ad006ca8ea8c6,cc847f6591ebf96f727fee19e88ad006ca8ea8c6,734e7fe14795001f2546bcb7068fba4b615e2dde,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
dust-tt_dust__pr-12584__after,526514610,dust-tt/dust,2516588693,12584,Human,after,734e7fe14795001f2546bcb7068fba4b615e2dde,cc847f6591ebf96f727fee19e88ad006ca8ea8c6,734e7fe14795001f2546bcb7068fba4b615e2dde,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
NangoHQ_nango__pr-3987__before,254328371,NangoHQ/nango,2494441699,3987,Human,before,6e6980c1b5dacab61d287f57d2e3e1b3c73a0daa,6e6980c1b5dacab61d287f57d2e3e1b3c73a0daa,80a668f4ad154da45c8569435ef5d67958d3b4ac,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
NangoHQ_nango__pr-3987__after,254328371,NangoHQ/nango,2494441699,3987,Human,after,80a668f4ad154da45c8569435ef5d67958d3b4ac,6e6980c1b5dacab61d287f57d2e3e1b3c73a0daa,80a668f4ad154da45c8569435ef5d67958d3b4ac,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-2948__before,710601088,crewAIInc/crewAI,2565281191,2948,Human,before,2bd6b72aaee7bb594a55ea32229b35599d335236,2bd6b72aaee7bb594a55ea32229b35599d335236,f4035572745a38505dbea6fd72bcba1538be503c,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
crewAIInc_crewAI__pr-2948__after,710601088,crewAIInc/crewAI,2565281191,2948,Human,after,f4035572745a38505dbea6fd72bcba1538be503c,2bd6b72aaee7bb594a55ea32229b35599d335236,f4035572745a38505dbea6fd72bcba1538be503c,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
assistant-ui_assistant-ui__pr-1553__before,722184017,assistant-ui/assistant-ui,2323438273,1553,Human,before,de8491cfed874e6b4722c24718459b72f0fa2666,de8491cfed874e6b4722c24718459b72f0fa2666,24eab7805a4b178e5aba7613ed59178c2286d7bc,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
assistant-ui_assistant-ui__pr-1553__after,722184017,assistant-ui/assistant-ui,2323438273,1553,Human,after,24eab7805a4b178e5aba7613ed59178c2286d7bc,de8491cfed874e6b4722c24718459b72f0fa2666,24eab7805a4b178e5aba7613ed59178c2286d7bc,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
NangoHQ_nango__pr-3997__before,254328371,NangoHQ/nango,2499016179,3997,Human,before,41188aade3efe67877c904ac42c51cd44516803e,41188aade3efe67877c904ac42c51cd44516803e,0e4be3005416ffb07865681cc0b53f6c7a712459,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
