model,brier_score,log_loss,auroc,observed_prevalence,mean_predicted_probability,calibration_in_the_large
context_only,0.07925027608520797,0.29129836618678184,0.7265152402758719,0.09529977794226499,0.09536418993108468,6.441198881969312e-05
context_plus_provenance,0.07935422353525459,0.2914878782495422,0.7252276261152935,0.09529977794226499,0.09546203667632142,0.0001622587340564252
