repo_name,pr_number,group,task_type,repo_language,merge_quarter,changed_kloc,log1p_changed_kloc,stars,log1p_stars,design_name,propensity_ai,exact_stratum,common_support,overlap_weight,support_exclusion_reason
roblox-ts/roblox-ts,2937,ai,fix,TypeScript,2025-Q2,0.015,0.014888612493750654,1071.0,6.977281341630747,unweighted_full_sample,,fix|TypeScript,True,1.0,
thomasahle/sunfish,123,ai,fix,Python,2025-Q2,0.002,0.001998002662673056,3128.0,8.048468743668883,unweighted_full_sample,,fix|Python,True,1.0,
appsmithorg/appsmith,38690,ai,feat,TypeScript,2025-Q1,0.121,0.11422114409002286,37596.0,10.534679538960773,unweighted_full_sample,,feat|TypeScript,True,1.0,
gbrayhan/microservices-go,47,ai,fix,Go,2025-Q3,0.006,0.005982071677547464,636.0,6.456769655572163,unweighted_full_sample,,fix|Go,True,1.0,
karakeep-app/karakeep,1723,ai,feat,TypeScript,2025-Q3,0.224,0.20212418409013433,18852.0,9.844427331406584,unweighted_full_sample,,feat|TypeScript,True,1.0,
artsy/eigen,11672,ai,refactor,TypeScript,2025-Q1,0.288,0.25309062768216184,3686.0,8.212568398234145,unweighted_full_sample,,refactor|TypeScript,True,1.0,
go-vikunja/vikunja,1200,ai,feat,Go,2025-Q3,0.186,0.1705863005755337,2080.0,7.640603826393634,unweighted_full_sample,,feat|Go,True,1.0,
mendableai/firecrawl,1877,ai,feat,TypeScript,2025-Q3,0.188,0.1722712209404532,43970.0,10.69128560469541,unweighted_full_sample,,feat|TypeScript,True,1.0,
textlint/textlint,1605,ai,fix,TypeScript,2025-Q2,0.001,0.0009995003330835331,2988.0,8.002694162283937,unweighted_full_sample,,fix|TypeScript,True,1.0,
linux-do/cdk,64,ai,feat,TypeScript,2025-Q3,0.23,0.20701416938432615,535.0,6.284134161070802,unweighted_full_sample,,feat|TypeScript,True,1.0,
novuhq/novu,8409,ai,fix,TypeScript,2025-Q2,0.062,0.06015392281974709,37349.0,10.528088190560963,unweighted_full_sample,,fix|TypeScript,True,1.0,
lingodotdev/lingo.dev,931,ai,fix,TypeScript,2025-Q2,0.006,0.005982071677547464,2784.0,7.932003152361385,unweighted_full_sample,,fix|TypeScript,True,1.0,
calcom/cal.com,21114,ai,feat,TypeScript,2025-Q2,0.128,0.12044615307586716,37399.0,10.529425983402623,unweighted_full_sample,,feat|TypeScript,True,1.0,
valkey-io/valkey-glide,4289,ai,fix,Java,2025-Q3,0.106,0.10074990310014305,538.0,6.289715570908998,unweighted_full_sample,,fix|Java,True,1.0,
calcom/cal.com,20820,ai,feat,TypeScript,2025-Q2,0.024,0.023716526617316044,37399.0,10.529425983402623,unweighted_full_sample,,feat|TypeScript,True,1.0,
liam-hq/liam,1535,ai,fix,TypeScript,2025-Q2,0.082,0.07881118042428978,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
langchain-ai/langsmith-sdk,1782,ai,fix,Python,2025-Q2,0.115,0.10885440491208209,606.0,6.408528791059498,unweighted_full_sample,,fix|Python,True,1.0,
microsoft/vscode,251124,ai,fix,TypeScript,2025-Q2,0.044,0.04305948946044697,175171.0,12.073523627360677,unweighted_full_sample,,fix|TypeScript,True,1.0,
novuhq/novu,8338,ai,feat,TypeScript,2025-Q2,0.45,0.37156355643248307,37349.0,10.528088190560963,unweighted_full_sample,,feat|TypeScript,True,1.0,
openai/openai-agents-js,66,ai,feat,TypeScript,2025-Q2,0.032,0.03149866705937099,925.0,6.8308742346461795,unweighted_full_sample,,feat|TypeScript,True,1.0,
robinkarlberg/transfer.zip-web,35,ai,feat,JavaScript,2025-Q3,0.615,0.4793349566746199,1295.0,7.16703787691222,unweighted_full_sample,,feat|JavaScript,True,1.0,
marimo-team/marimo,3699,ai,fix,Python,2025-Q1,0.002,0.001998002662673056,14933.0,9.611395771595648,unweighted_full_sample,,fix|Python,True,1.0,
Codehagen/Badget,293,ai,feat,TypeScript,2025-Q3,1.089,0.7366854825744287,2579.0,7.855544677915663,unweighted_full_sample,,feat|TypeScript,True,1.0,
zauberzeug/nicegui,4766,ai,refactor,Python,2025-Q2,0.052,0.050693114315518116,12990.0,9.472012088995733,unweighted_full_sample,,refactor|Python,True,1.0,
modelcontextprotocol/registry,152,ai,feat,Go,2025-Q3,0.462,0.3798053613275868,2006.0,7.604396348796338,unweighted_full_sample,,feat|Go,True,1.0,
linux-do/cdk,27,ai,feat,TypeScript,2025-Q3,0.069,0.06672363204290818,535.0,6.284134161070802,unweighted_full_sample,,feat|TypeScript,True,1.0,
analogdotnow/Analog,116,ai,feat,TypeScript,2025-Q2,0.013,0.012916225266546328,1079.0,6.984716320118265,unweighted_full_sample,,feat|TypeScript,True,1.0,
goat-sdk/goat,204,ai,feat,TypeScript,2025-Q1,0.295,0.25851069515150105,798.0,6.683360945766275,unweighted_full_sample,,feat|TypeScript,True,1.0,
go-vikunja/vikunja,973,ai,feat,Go,2025-Q2,0.026,0.02566774674857779,2080.0,7.640603826393634,unweighted_full_sample,,feat|Go,True,1.0,
log4cplus/log4cplus,655,ai,refactor,C++,2025-Q3,0.002,0.001998002662673056,1701.0,7.43955930913332,unweighted_full_sample,,refactor|C++,True,1.0,
liam-hq/liam,1194,ai,refactor,TypeScript,2025-Q2,0.433,0.3597701488460348,4194.0,8.341648618901306,unweighted_full_sample,,refactor|TypeScript,True,1.0,
jina-ai/node-DeepResearch,7,ai,feat,TypeScript,2025-Q1,0.115,0.10885440491208209,4693.0,8.454040376410969,unweighted_full_sample,,feat|TypeScript,True,1.0,
log4cplus/log4cplus,648,ai,fix,C++,2025-Q2,0.002,0.001998002662673056,1701.0,7.43955930913332,unweighted_full_sample,,fix|C++,True,1.0,
567-labs/instructor,1719,ai,feat,Python,2025-Q3,0.678,0.5176026080450145,11095.0,9.314339961994667,unweighted_full_sample,,feat|Python,True,1.0,
rqlite/rqlite,2118,ai,refactor,Go,2025-Q2,0.388,0.32786386208461277,16816.0,9.73014555852275,unweighted_full_sample,,refactor|Go,True,1.0,
ComposioHQ/composio,1113,ai,feat,TypeScript,2024-Q4,0.006,0.005982071677547464,25592.0,10.150074155576805,unweighted_full_sample,,feat|TypeScript,True,1.0,
promptfoo/promptfoo,4372,ai,refactor,TypeScript,2025-Q2,3.774,1.5631845279166383,7809.0,8.963160242833732,unweighted_full_sample,,refactor|TypeScript,True,1.0,
jina-ai/reader,1122,ai,refactor,TypeScript,2025-Q1,0.014,0.013902905168991422,9021.0,9.107421317968342,unweighted_full_sample,,refactor|TypeScript,True,1.0,
navidrome/navidrome,4107,ai,feat,Go,2025-Q2,0.316,0.2745968329031255,15713.0,9.662307313735766,unweighted_full_sample,,feat|Go,True,1.0,
microsoft/autogen,6799,ai,fix,Python,2025-Q3,0.131,0.1231021971339834,48110.0,10.781266120176918,unweighted_full_sample,,fix|Python,True,1.0,
different-ai/note-companion,321,ai,refactor,TypeScript,2025-Q1,0.0,0.0,696.0,6.546785410760524,unweighted_full_sample,,refactor|TypeScript,True,1.0,
Azure/azure-sdk-for-js,34878,ai,fix,TypeScript,2025-Q3,0.221,0.19967019512856762,2222.0,7.706612913964197,unweighted_full_sample,,fix|TypeScript,True,1.0,
langbot-app/LangBot,1461,ai,feat,Python,2025-Q2,1.436,0.8903573498476506,12782.0,9.455871442168021,unweighted_full_sample,,feat|Python,True,1.0,
assistant-ui/assistant-ui,2127,ai,fix,TypeScript,2025-Q2,0.006,0.005982071677547464,5475.0,8.608130186408339,unweighted_full_sample,,fix|TypeScript,True,1.0,
promptfoo/promptfoo,4440,ai,fix,TypeScript,2025-Q2,0.005,0.004987541511039074,7809.0,8.963160242833732,unweighted_full_sample,,fix|TypeScript,True,1.0,
reown-com/appkit,4437,ai,feat,TypeScript,2025-Q2,0.398,0.3350426438116185,5202.0,8.556990661290303,unweighted_full_sample,,feat|TypeScript,True,1.0,
ryokun6/ryos,54,ai,feat,TypeScript,2025-Q2,0.02,0.019802627296179712,558.0,6.326149473155099,unweighted_full_sample,,feat|TypeScript,True,1.0,
prebid/Prebid.js,13277,ai,fix,JavaScript,2025-Q2,0.031,0.030529205034822874,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
onlook-dev/onlook,1152,ai,fix,TypeScript,2025-Q1,0.059,0.0573250666192694,21192.0,9.961426217456575,unweighted_full_sample,,fix|TypeScript,True,1.0,
roboflow/inference,1300,ai,fix,Python,2025-Q2,0.001,0.0009995003330835331,1824.0,7.509335266016592,unweighted_full_sample,,fix|Python,True,1.0,
getsentry/sentry,94610,ai,refactor,Python,2025-Q2,0.165,0.1527210870176639,41579.0,10.635374561412004,unweighted_full_sample,,refactor|Python,True,1.0,
stanford-crfm/levanter,1028,ai,fix,Python,2025-Q3,0.118,0.11154137473290741,628.0,6.444131256700441,unweighted_full_sample,,fix|Python,True,1.0,
primer/react,6129,ai,fix,TypeScript,2025-Q2,0.025,0.0246926125903715,3613.0,8.192570471152173,unweighted_full_sample,,fix|TypeScript,True,1.0,
opencv/opencv,27422,ai,fix,C++,2025-Q2,0.006,0.005982071677547464,83324.0,11.33050390317594,unweighted_full_sample,,fix|C++,True,1.0,
reown-com/appkit,4324,ai,fix,TypeScript,2025-Q2,0.15,0.13976194237515868,5202.0,8.556990661290303,unweighted_full_sample,,fix|TypeScript,True,1.0,
prebid/Prebid.js,12765,human,feat,JavaScript,2025-Q1,0.023,0.02273948696948943,1467.0,7.291656209174461,unweighted_full_sample,,feat|JavaScript,True,1.0,
pixijs/pixijs,11211,human,fix,TypeScript,2025-Q1,0.018,0.017839918128331,45473.0,10.724896013040084,unweighted_full_sample,,fix|TypeScript,True,1.0,
OneKeyHQ/app-monorepo,7351,human,feat,TypeScript,2025-Q2,0.068,0.0657877405380031,1995.0,7.59890045687141,unweighted_full_sample,,feat|TypeScript,True,1.0,
PrefectHQ/prefect,17607,human,feat,Python,2025-Q1,0.153,0.14236724128692196,19894.0,9.89822372286103,unweighted_full_sample,,feat|Python,True,1.0,
remotion-dev/remotion,5141,human,fix,TypeScript,2025-Q2,0.011,0.010939940038334364,23319.0,10.057066640464429,unweighted_full_sample,,fix|TypeScript,True,1.0,
567-labs/instructor,1544,human,fix,Python,2025-Q2,0.06,0.058268908123975775,11095.0,9.314339961994667,unweighted_full_sample,,fix|Python,True,1.0,
julep-ai/julep,1183,human,feat,Python,2025-Q1,3.739,1.5558261429854512,5629.0,8.635864721133736,unweighted_full_sample,,feat|Python,True,1.0,
mendableai/firecrawl,1398,human,feat,TypeScript,2025-Q2,0.073,0.07045846364856141,43970.0,10.69128560469541,unweighted_full_sample,,feat|TypeScript,True,1.0,
onlook-dev/onlook,988,human,feat,TypeScript,2025-Q1,0.015,0.014888612493750654,21192.0,9.961426217456575,unweighted_full_sample,,feat|TypeScript,True,1.0,
prebid/Prebid.js,13303,human,feat,JavaScript,2025-Q2,0.489,0.3981047537018719,1467.0,7.291656209174461,unweighted_full_sample,,feat|JavaScript,True,1.0,
MervinPraison/PraisonAI,357,human,feat,Python,2025-Q1,1.979,1.0915876737311452,5243.0,8.56483984488359,unweighted_full_sample,,feat|Python,True,1.0,
vdaas/vald,2872,human,feat,Go,2025-Q1,0.376,0.3191807395111519,1629.0,7.396335293800808,unweighted_full_sample,,feat|Go,True,1.0,
Significant-Gravitas/AutoGPT,9697,human,fix,Python,2025-Q1,0.024,0.023716526617316044,177379.0,12.086049602930443,unweighted_full_sample,,fix|Python,True,1.0,
crewAIInc/crewAI,2556,human,refactor,Python,2025-Q2,3.453,1.4935780263395653,35096.0,10.465870935715712,unweighted_full_sample,,refactor|Python,True,1.0,
calcom/cal.com,20369,human,feat,TypeScript,2025-Q1,0.032,0.03149866705937099,37399.0,10.529425983402623,unweighted_full_sample,,feat|TypeScript,True,1.0,
zenml-io/zenml,3687,human,fix,Python,2025-Q2,0.002,0.001998002662673056,4768.0,8.469891918298224,unweighted_full_sample,,fix|Python,True,1.0,
rsyslog/rsyslog,5654,human,feat,C,2025-Q2,0.149,0.13889199886661863,2165.0,7.680637427560936,unweighted_full_sample,,feat|C,True,1.0,
mlflow/mlflow,15807,human,fix,Python,2025-Q2,0.122,0.11511280710050457,21402.0,9.971286378100563,unweighted_full_sample,,fix|Python,True,1.0,
appsmithorg/appsmith,40349,human,fix,TypeScript,2025-Q2,0.062,0.06015392281974709,37596.0,10.534679538960773,unweighted_full_sample,,fix|TypeScript,True,1.0,
crewAIInc/crewAI,2723,human,feat,Python,2025-Q2,0.271,0.23980399220731702,35096.0,10.465870935715712,unweighted_full_sample,,feat|Python,True,1.0,
julep-ai/julep,1209,human,fix,Python,2025-Q1,0.102,0.09712671073072274,5629.0,8.635864721133736,unweighted_full_sample,,fix|Python,True,1.0,
OpenHFT/Chronicle-Wire,990,human,fix,Java,2025-Q1,0.051,0.04974209189481407,557.0,6.324358962381311,unweighted_full_sample,,fix|Java,True,1.0,
bentoml/BentoML,5317,human,fix,Python,2025-Q2,0.005,0.004987541511039074,7934.0,8.97903863296051,unweighted_full_sample,,fix|Python,True,1.0,
box/box-ui-elements,3898,human,feat,JavaScript,2025-Q1,0.025,0.0246926125903715,546.0,6.304448802421981,unweighted_full_sample,,feat|JavaScript,True,1.0,
promptfoo/promptfoo,2908,human,feat,TypeScript,2025-Q1,0.325,0.28141245943818555,7809.0,8.963160242833732,unweighted_full_sample,,feat|TypeScript,True,1.0,
box/box-ui-elements,3827,human,fix,JavaScript,2025-Q1,0.002,0.001998002662673056,546.0,6.304448802421981,unweighted_full_sample,,fix|JavaScript,True,1.0,
AgentOps-AI/agentops,914,human,feat,Python,2025-Q2,0.101,0.09621885774054292,4722.0,8.460199469896118,unweighted_full_sample,,feat|Python,True,1.0,
reown-com/appkit,4441,human,fix,TypeScript,2025-Q2,0.577,0.45552430798090127,5202.0,8.556990661290303,unweighted_full_sample,,fix|TypeScript,True,1.0,
antiwork/gumroad,449,human,refactor,Ruby,2025-Q2,0.204,0.1856493468866293,6643.0,8.801469470733185,unweighted_full_sample,,refactor|Ruby,True,1.0,
wolfSSL/wolfssl,8854,human,feat,C,2025-Q2,0.619,0.48180867469549804,2562.0,7.848933726364071,unweighted_full_sample,,feat|C,True,1.0,
celestiaorg/celestia-core,1620,human,fix,Go,2025-Q1,0.009,0.008959741371471904,531.0,6.2766434893416445,unweighted_full_sample,,fix|Go,True,1.0,
calcom/cal.com,20544,human,fix,TypeScript,2025-Q2,0.019,0.01882175424058776,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
antiwork/gumroad,205,human,fix,Ruby,2025-Q2,0.033,0.032467190137501496,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
sakaiproject/sakai,13683,human,refactor,Java,2025-Q2,0.427,0.3555743384946994,1161.0,7.057897937411856,unweighted_full_sample,,refactor|Java,True,1.0,
box/box-ui-elements,4119,human,fix,JavaScript,2025-Q2,0.004,0.003992021269537453,546.0,6.304448802421981,unweighted_full_sample,,fix|JavaScript,True,1.0,
toeverything/AFFiNE,11935,human,refactor,TypeScript,2025-Q2,0.225,0.20294084399669032,53813.0,10.893288935346058,unweighted_full_sample,,refactor|TypeScript,True,1.0,
bespokelabsai/curator,598,human,feat,Python,2025-Q2,7.75,2.169053700369523,1465.0,7.290292882446597,unweighted_full_sample,,feat|Python,True,1.0,
reown-com/appkit,4095,human,fix,TypeScript,2025-Q1,0.01,0.009950330853168083,5202.0,8.556990661290303,unweighted_full_sample,,fix|TypeScript,True,1.0,
remotion-dev/remotion,4846,human,feat,TypeScript,2025-Q1,0.137,0.128393214768399,23319.0,10.057066640464429,unweighted_full_sample,,feat|TypeScript,True,1.0,
Significant-Gravitas/AutoGPT,9885,human,fix,Python,2025-Q2,0.015,0.014888612493750654,177379.0,12.086049602930443,unweighted_full_sample,,fix|Python,True,1.0,
crewAIInc/crewAI,2481,human,fix,Python,2025-Q1,0.008,0.007968169649176874,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
goat-sdk/goat,503,human,feat,TypeScript,2025-Q2,0.053,0.05164323315183845,798.0,6.683360945766275,unweighted_full_sample,,feat|TypeScript,True,1.0,
vdaas/vald,2960,human,fix,Go,2025-Q2,2.401,1.2240695060250584,1629.0,7.396335293800808,unweighted_full_sample,,fix|Go,True,1.0,
commaai/opendbc,1825,human,refactor,Python,2025-Q1,0.016,0.01587334915629015,2457.0,7.80710329012598,unweighted_full_sample,,refactor|Python,True,1.0,
novuhq/novu,8182,human,fix,TypeScript,2025-Q2,0.009,0.008959741371471904,37349.0,10.528088190560963,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry,94465,human,fix,Python,2025-Q2,0.002,0.001998002662673056,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
julep-ai/julep,1357,human,fix,Python,2025-Q2,0.002,0.001998002662673056,5629.0,8.635864721133736,unweighted_full_sample,,fix|Python,True,1.0,
prebid/Prebid.js,13073,human,feat,JavaScript,2025-Q2,0.111,0.10526051065749295,1467.0,7.291656209174461,unweighted_full_sample,,feat|JavaScript,True,1.0,
wolfSSL/wolfssl,8862,human,fix,C,2025-Q2,0.002,0.001998002662673056,2562.0,7.848933726364071,unweighted_full_sample,,fix|C,True,1.0,
liam-hq/liam,1569,human,feat,TypeScript,2025-Q2,0.55,0.4382549309311553,4194.0,8.341648618901306,unweighted_full_sample,,feat|TypeScript,True,1.0,
RooCodeInc/Roo-Code,642,human,fix,TypeScript,2025-Q1,0.075,0.07232066157962612,17756.0,9.784535083358834,unweighted_full_sample,,fix|TypeScript,True,1.0,
prebid/Prebid.js,12705,human,fix,JavaScript,2025-Q1,0.027,0.02664193094642118,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
mistralai/mistral-common,79,human,refactor,Python,2025-Q2,1.244,0.8082599876604499,771.0,6.648984550024776,unweighted_full_sample,,refactor|Python,True,1.0,
yamadashy/repomix,418,human,feat,TypeScript,2025-Q1,0.298,0.26082461828189824,18206.0,9.809561414503964,unweighted_full_sample,,feat|TypeScript,True,1.0,
novuhq/novu,8219,human,fix,TypeScript,2025-Q2,0.002,0.001998002662673056,37349.0,10.528088190560963,unweighted_full_sample,,fix|TypeScript,True,1.0,
novuhq/novu,7736,human,fix,TypeScript,2025-Q1,0.014,0.013902905168991422,37349.0,10.528088190560963,unweighted_full_sample,,fix|TypeScript,True,1.0,
liam-hq/liam,757,human,feat,TypeScript,2025-Q1,0.046,0.044973365642731154,4194.0,8.341648618901306,unweighted_full_sample,,feat|TypeScript,True,1.0,
supabase/supabase,32786,human,feat,TypeScript,2025-Q1,0.382,0.32353172534547814,86399.0,11.366742954792146,unweighted_full_sample,,feat|TypeScript,True,1.0,
microsoft/vscode,239266,human,fix,TypeScript,2025-Q1,0.023,0.02273948696948943,175171.0,12.073523627360677,unweighted_full_sample,,fix|TypeScript,True,1.0,
celestiaorg/celestia-core,1681,human,feat,Go,2025-Q2,0.09,0.08617769624105233,531.0,6.2766434893416445,unweighted_full_sample,,feat|Go,True,1.0,
calcom/cal.com,19434,human,fix,TypeScript,2025-Q1,0.03,0.0295588022415444,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
NangoHQ/nango,3908,human,feat,TypeScript,2025-Q2,0.231,0.20782684720231648,5463.0,8.605936401250625,unweighted_full_sample,,feat|TypeScript,True,1.0,
liam-hq/liam,923,human,fix,TypeScript,2025-Q1,0.012,0.011928570865273802,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
appsmithorg/appsmith,39021,human,fix,TypeScript,2025-Q1,0.014,0.013902905168991422,37596.0,10.534679538960773,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry-python,4264,human,fix,Python,2025-Q2,0.001,0.0009995003330835331,2043.0,7.622663951323595,unweighted_full_sample,,fix|Python,True,1.0,
wolfSSL/wolfssl,8403,human,fix,C,2025-Q1,0.142,0.13278111123381847,2562.0,7.848933726364071,unweighted_full_sample,,fix|C,True,1.0,
getsentry/sentry,85761,human,refactor,Python,2025-Q1,0.016,0.01587334915629015,41579.0,10.635374561412004,unweighted_full_sample,,refactor|Python,True,1.0,
antiwork/shortest,252,human,feat,TypeScript,2025-Q1,0.001,0.0009995003330835331,5179.0,8.55256033525353,unweighted_full_sample,,feat|TypeScript,True,1.0,
appsmithorg/appsmith,40275,human,fix,TypeScript,2025-Q2,0.506,0.40945712937770185,37596.0,10.534679538960773,unweighted_full_sample,,fix|TypeScript,True,1.0,
microsoft/git,732,human,feat,C,2025-Q1,0.038,0.037295784743696894,852.0,6.748759547491679,unweighted_full_sample,,feat|C,True,1.0,
onlook-dev/onlook,1196,human,feat,TypeScript,2025-Q1,0.003,0.002995508979798479,21192.0,9.961426217456575,unweighted_full_sample,,feat|TypeScript,True,1.0,
onlook-dev/onlook,1081,human,feat,TypeScript,2025-Q1,0.608,0.4749911707567746,21192.0,9.961426217456575,unweighted_full_sample,,feat|TypeScript,True,1.0,
roboflow/inference,1028,human,feat,Python,2025-Q1,0.076,0.07325046173959267,1824.0,7.509335266016592,unweighted_full_sample,,feat|Python,True,1.0,
Scale3-Labs/langtrace,400,human,fix,TypeScript,2025-Q1,11.447,2.5214796300188405,993.0,6.901737206656574,unweighted_full_sample,,fix|TypeScript,True,1.0,
box/box-ui-elements,3917,human,feat,JavaScript,2025-Q1,0.033,0.032467190137501496,546.0,6.304448802421981,unweighted_full_sample,,feat|JavaScript,True,1.0,
unsend-dev/unsend,117,human,feat,TypeScript,2025-Q1,0.372,0.31626952930369345,1787.0,7.488852955733459,unweighted_full_sample,,feat|TypeScript,True,1.0,
liam-hq/liam,2007,human,fix,TypeScript,2025-Q2,0.032,0.03149866705937099,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
microsoft/vscode,247726,human,fix,TypeScript,2025-Q2,0.032,0.03149866705937099,175171.0,12.073523627360677,unweighted_full_sample,,fix|TypeScript,True,1.0,
liam-hq/liam,828,human,feat,TypeScript,2025-Q1,1.056,0.7207623475929187,4194.0,8.341648618901306,unweighted_full_sample,,feat|TypeScript,True,1.0,
nrwl/nx-console,2505,human,fix,TypeScript,2025-Q2,0.166,0.15357908792830063,1370.0,7.223295679562314,unweighted_full_sample,,fix|TypeScript,True,1.0,
antiwork/shortest,361,human,feat,TypeScript,2025-Q1,1.487,0.9110771648212677,5179.0,8.55256033525353,unweighted_full_sample,,feat|TypeScript,True,1.0,
thirdweb-dev/js,6793,human,feat,TypeScript,2025-Q2,0.02,0.019802627296179712,538.0,6.289715570908998,unweighted_full_sample,,feat|TypeScript,True,1.0,
promptfoo/promptfoo,2991,human,fix,TypeScript,2025-Q1,0.002,0.001998002662673056,7809.0,8.963160242833732,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry,87421,human,feat,Python,2025-Q1,0.372,0.31626952930369345,41579.0,10.635374561412004,unweighted_full_sample,,feat|Python,True,1.0,
prebid/Prebid.js,12682,human,fix,JavaScript,2025-Q1,0.006,0.005982071677547464,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
box/box-ui-elements,3998,human,fix,JavaScript,2025-Q1,2.052,1.1157971134222107,546.0,6.304448802421981,unweighted_full_sample,,fix|JavaScript,True,1.0,
mlflow/mlflow,15746,human,fix,Python,2025-Q2,0.021,0.020782539182528505,21402.0,9.971286378100563,unweighted_full_sample,,fix|Python,True,1.0,
elizaOS/eliza,2836,human,fix,TypeScript,2025-Q1,0.039,0.03825871211709034,16507.0,9.711600390872473,unweighted_full_sample,,fix|TypeScript,True,1.0,
traccar/traccar-web,1361,human,feat,JavaScript,2025-Q2,0.005,0.004987541511039074,935.0,6.8416154764775925,unweighted_full_sample,,feat|JavaScript,True,1.0,
OneKeyHQ/app-monorepo,7079,human,feat,TypeScript,2025-Q2,0.013,0.012916225266546328,1995.0,7.59890045687141,unweighted_full_sample,,feat|TypeScript,True,1.0,
Kiln-AI/Kiln,145,human,feat,Python,2025-Q1,0.232,0.20863886511132804,4015.0,8.298041661371565,unweighted_full_sample,,feat|Python,True,1.0,
DataDog/dd-trace-java,8891,human,refactor,Java,2025-Q2,0.004,0.003992021269537453,654.0,6.484635235635252,unweighted_full_sample,,refactor|Java,True,1.0,
calcom/cal.com,20755,human,fix,TypeScript,2025-Q2,0.025,0.0246926125903715,37399.0,10.529425983402623,unweighted_full_sample,,fix|TypeScript,True,1.0,
onyx-dot-app/onyx,4450,human,fix,Python,2025-Q2,0.01,0.009950330853168083,13231.0,9.490393417263473,unweighted_full_sample,,fix|Python,True,1.0,
ArthurSonzogni/FTXUI,1025,human,fix,C++,2025-Q1,0.028,0.027615167032973367,8551.0,9.053920452704881,unweighted_full_sample,,fix|C++,True,1.0,
crewAIInc/crewAI,1909,human,fix,Python,2025-Q1,0.017,0.0168571170664229,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
prebid/Prebid.js,12944,human,feat,JavaScript,2025-Q2,0.113,0.10705907229340778,1467.0,7.291656209174461,unweighted_full_sample,,feat|JavaScript,True,1.0,
airbytehq/airbyte,59711,human,fix,Python,2025-Q2,0.008,0.007968169649176874,19011.0,9.8528256377339,unweighted_full_sample,,fix|Python,True,1.0,
promptfoo/promptfoo,2957,human,fix,TypeScript,2025-Q1,0.002,0.001998002662673056,7809.0,8.963160242833732,unweighted_full_sample,,fix|TypeScript,True,1.0,
tokens-studio/figma-plugin,3438,human,fix,TypeScript,2025-Q2,0.028,0.027615167032973367,1469.0,7.293017679772782,unweighted_full_sample,,fix|TypeScript,True,1.0,
promptfoo/promptfoo,4167,human,refactor,TypeScript,2025-Q2,0.038,0.037295784743696894,7809.0,8.963160242833732,unweighted_full_sample,,refactor|TypeScript,True,1.0,
OpenHFT/Chronicle-Core,691,human,fix,Java,2025-Q2,0.125,0.11778303565638346,609.0,6.413458957167357,unweighted_full_sample,,fix|Java,True,1.0,
mlflow/mlflow,14346,human,feat,Python,2025-Q1,0.015,0.014888612493750654,21402.0,9.971286378100563,unweighted_full_sample,,feat|Python,True,1.0,
marimo-team/marimo,3703,human,fix,Python,2025-Q1,0.013,0.012916225266546328,14933.0,9.611395771595648,unweighted_full_sample,,fix|Python,True,1.0,
stanfordnlp/dspy,8337,human,fix,Python,2025-Q2,0.059,0.0573250666192694,26818.0,10.196865870532788,unweighted_full_sample,,fix|Python,True,1.0,
microsoft/onnxruntime,24908,human,fix,C++,2025-Q2,0.034,0.03343477608623739,17361.0,9.762039188951753,unweighted_full_sample,,fix|C++,True,1.0,
bytebot-ai/bytebot,4,human,feat,TypeScript,2025-Q1,2.743,1.319887428922292,931.0,6.837332814685591,unweighted_full_sample,,feat|TypeScript,True,1.0,
lingodotdev/lingo.dev,651,human,fix,TypeScript,2025-Q2,0.009,0.008959741371471904,2784.0,7.932003152361385,unweighted_full_sample,,fix|TypeScript,True,1.0,
zenml-io/zenml,3314,human,fix,Python,2025-Q1,0.697,0.5288619862520892,4768.0,8.469891918298224,unweighted_full_sample,,fix|Python,True,1.0,
box/box-ui-elements,4042,human,fix,JavaScript,2025-Q2,0.063,0.061095099359810875,546.0,6.304448802421981,unweighted_full_sample,,fix|JavaScript,True,1.0,
liam-hq/liam,1445,human,fix,TypeScript,2025-Q2,0.066,0.0639133257436528,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
onlook-dev/onlook,2202,human,fix,TypeScript,2025-Q2,0.004,0.003992021269537453,21192.0,9.961426217456575,unweighted_full_sample,,fix|TypeScript,True,1.0,
liam-hq/liam,903,human,feat,TypeScript,2025-Q1,0.13,0.12221763272424921,4194.0,8.341648618901306,unweighted_full_sample,,feat|TypeScript,True,1.0,
