repo_name,pr_number,group,task_type,repo_language,merge_quarter,changed_kloc,log1p_changed_kloc,stars,log1p_stars,design_name,propensity_ai,exact_stratum,common_support,overlap_weight,support_exclusion_reason
567-labs/instructor,1729,ai,fix,Python,2025-Q3,0.918,0.6512829764612464,11095.0,9.314339961994667,unweighted_full_sample,,fix|Python,True,1.0,
celestiaorg/celestia-core,2147,ai,fix,Go,2025-Q3,0.004,0.003992021269537453,531.0,6.2766434893416445,unweighted_full_sample,,fix|Go,True,1.0,
ryokun6/ryos,158,ai,fix,TypeScript,2025-Q2,0.013,0.012916225266546328,558.0,6.326149473155099,unweighted_full_sample,,fix|TypeScript,True,1.0,
antiwork/gumroad,166,ai,fix,Ruby,2025-Q2,0.002,0.001998002662673056,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
SimonHalvdansson/Harmonic-HN,213,ai,fix,Java,2025-Q2,0.011,0.010939940038334364,746.0,6.616065185132817,unweighted_full_sample,,fix|Java,True,1.0,
prebid/Prebid.js,13275,ai,fix,JavaScript,2025-Q2,0.011,0.010939940038334364,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
erpc/erpc,245,ai,fix,Go,2025-Q2,0.009,0.008959741371471904,518.0,6.251903883165888,unweighted_full_sample,,fix|Go,True,1.0,
gensx-inc/gensx,893,ai,fix,TypeScript,2025-Q3,0.151,0.1406311297397456,504.0,6.22455842927536,unweighted_full_sample,,fix|TypeScript,True,1.0,
valkey-io/valkey-glide,4287,ai,fix,Java,2025-Q3,0.368,0.3133498192003587,538.0,6.289715570908998,unweighted_full_sample,,fix|Java,True,1.0,
airbytehq/airbyte,62941,ai,fix,Python,2025-Q3,0.003,0.002995508979798479,19011.0,9.8528256377339,unweighted_full_sample,,fix|Python,True,1.0,
antiwork/gumroad,576,ai,fix,Ruby,2025-Q3,0.045,0.04401688541677432,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
gtg922r/obsidian-numerals,109,ai,fix,TypeScript,2025-Q3,0.01,0.009950330853168083,520.0,6.255750041753367,unweighted_full_sample,,fix|TypeScript,True,1.0,
primer/view_components,3539,ai,fix,Ruby,2025-Q2,0.007,0.006975613736425242,537.0,6.2878585601617845,unweighted_full_sample,,fix|Ruby,True,1.0,
Significant-Gravitas/AutoGPT,10483,ai,fix,Python,2025-Q3,0.6,0.4700036292457356,177379.0,12.086049602930443,unweighted_full_sample,,fix|Python,True,1.0,
parse-community/parse-dashboard,2918,ai,fix,JavaScript,2025-Q3,0.038,0.037295784743696894,3773.0,8.235890725928495,unweighted_full_sample,,fix|JavaScript,True,1.0,
different-ai/note-companion,382,ai,fix,TypeScript,2025-Q1,0.006,0.005982071677547464,696.0,6.546785410760524,unweighted_full_sample,,fix|TypeScript,True,1.0,
aldinokemal/go-whatsapp-web-multidevice,334,ai,fix,Go,2025-Q3,0.003,0.002995508979798479,2131.0,7.664815785285735,unweighted_full_sample,,fix|Go,True,1.0,
elizaOS/eliza,5490,ai,fix,TypeScript,2025-Q3,0.355,0.3038014543316642,16507.0,9.711600390872473,unweighted_full_sample,,fix|TypeScript,True,1.0,
valkey-io/valkey-glide,4456,ai,fix,Java,2025-Q3,0.025,0.0246926125903715,538.0,6.289715570908998,unweighted_full_sample,,fix|Java,True,1.0,
OpenPipe/ART,164,ai,fix,Python,2025-Q2,0.02,0.019802627296179712,4108.0,8.32093496888341,unweighted_full_sample,,fix|Python,True,1.0,
antiwork/gumroad,674,ai,fix,Ruby,2025-Q3,0.022,0.02176149178151269,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
mendableai/firecrawl,1883,ai,fix,TypeScript,2025-Q3,0.006,0.005982071677547464,43970.0,10.69128560469541,unweighted_full_sample,,fix|TypeScript,True,1.0,
robinkarlberg/transfer.zip-web,38,ai,fix,JavaScript,2025-Q3,0.009,0.008959741371471904,1295.0,7.16703787691222,unweighted_full_sample,,fix|JavaScript,True,1.0,
valkey-io/valkey-glide,4462,ai,fix,Java,2025-Q3,0.002,0.001998002662673056,538.0,6.289715570908998,unweighted_full_sample,,fix|Java,True,1.0,
langbot-app/LangBot,1397,ai,fix,Python,2025-Q2,0.018,0.017839918128331,12782.0,9.455871442168021,unweighted_full_sample,,fix|Python,True,1.0,
aldinokemal/go-whatsapp-web-multidevice,338,ai,fix,Go,2025-Q3,0.007,0.006975613736425242,2131.0,7.664815785285735,unweighted_full_sample,,fix|Go,True,1.0,
elizaOS/eliza,4935,ai,fix,TypeScript,2025-Q2,0.444,0.3674170404706345,16507.0,9.711600390872473,unweighted_full_sample,,fix|TypeScript,True,1.0,
primer/view_components,3542,ai,fix,Ruby,2025-Q2,0.017,0.0168571170664229,537.0,6.2878585601617845,unweighted_full_sample,,fix|Ruby,True,1.0,
marimo-team/marimo,3729,ai,fix,Python,2025-Q1,0.046,0.044973365642731154,14933.0,9.611395771595648,unweighted_full_sample,,fix|Python,True,1.0,
aldinokemal/go-whatsapp-web-multidevice,335,ai,fix,Go,2025-Q3,0.005,0.004987541511039074,2131.0,7.664815785285735,unweighted_full_sample,,fix|Go,True,1.0,
robinkarlberg/transfer.zip-web,33,ai,fix,JavaScript,2025-Q3,0.01,0.009950330853168083,1295.0,7.16703787691222,unweighted_full_sample,,fix|JavaScript,True,1.0,
antiwork/gumroad,636,ai,fix,Ruby,2025-Q3,0.008,0.007968169649176874,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
a16z/halmos,551,ai,fix,Python,2025-Q2,0.033,0.032467190137501496,917.0,6.822197390620491,unweighted_full_sample,,fix|Python,True,1.0,
aldinokemal/go-whatsapp-web-multidevice,336,ai,fix,Go,2025-Q3,0.012,0.011928570865273802,2131.0,7.664815785285735,unweighted_full_sample,,fix|Go,True,1.0,
OpenHFT/Java-Thread-Affinity,173,ai,fix,Java,2025-Q2,0.011,0.010939940038334364,1854.0,7.5256399750415355,unweighted_full_sample,,fix|Java,True,1.0,
primer/view_components,3518,ai,fix,Ruby,2025-Q2,0.009,0.008959741371471904,537.0,6.2878585601617845,unweighted_full_sample,,fix|Ruby,True,1.0,
tegnike/aituber-kit,384,ai,fix,TypeScript,2025-Q2,0.009,0.008959741371471904,698.0,6.54965074223381,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry,93319,ai,fix,Python,2025-Q2,0.215,0.19474407679251177,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
prebid/Prebid.js,13602,ai,fix,JavaScript,2025-Q3,0.002,0.001998002662673056,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
sysadminsmedia/homebox,861,ai,fix,Go,2025-Q3,0.008,0.007968169649176874,3368.0,8.122371243406553,unweighted_full_sample,,fix|Go,True,1.0,
antiwork/gumroad,304,ai,fix,Ruby,2025-Q2,0.006,0.005982071677547464,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
nrwl/nx-console,2586,ai,fix,TypeScript,2025-Q2,0.01,0.009950330853168083,1370.0,7.223295679562314,unweighted_full_sample,,fix|TypeScript,True,1.0,
SimonHalvdansson/Harmonic-HN,215,ai,fix,Java,2025-Q2,0.005,0.004987541511039074,746.0,6.616065185132817,unweighted_full_sample,,fix|Java,True,1.0,
erpc/erpc,244,ai,fix,Go,2025-Q2,0.138,0.12927233570413918,518.0,6.251903883165888,unweighted_full_sample,,fix|Go,True,1.0,
tokens-studio/figma-plugin,3395,ai,fix,TypeScript,2025-Q2,0.011,0.010939940038334364,1469.0,7.293017679772782,unweighted_full_sample,,fix|TypeScript,True,1.0,
parse-community/parse-dashboard,2883,ai,fix,JavaScript,2025-Q3,0.005,0.004987541511039074,3773.0,8.235890725928495,unweighted_full_sample,,fix|JavaScript,True,1.0,
primer/view_components,3540,ai,fix,Ruby,2025-Q2,0.042,0.04114194333117518,537.0,6.2878585601617845,unweighted_full_sample,,fix|Ruby,True,1.0,
PromtEngineer/localGPT,853,ai,fix,Python,2025-Q3,0.066,0.0639133257436528,21751.0,9.987460986312307,unweighted_full_sample,,fix|Python,True,1.0,
aldinokemal/go-whatsapp-web-multidevice,358,ai,fix,Go,2025-Q3,0.035,0.0344014267173324,2131.0,7.664815785285735,unweighted_full_sample,,fix|Go,True,1.0,
OpenHFT/Java-Thread-Affinity,157,ai,fix,Java,2025-Q2,0.018,0.017839918128331,1854.0,7.5256399750415355,unweighted_full_sample,,fix|Java,True,1.0,
antiwork/gumroad,283,ai,fix,Ruby,2025-Q2,0.002,0.001998002662673056,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
microsoft/ApplicationInsights-JS,2535,ai,fix,TypeScript,2025-Q2,0.007,0.006975613736425242,671.0,6.51025834052315,unweighted_full_sample,,fix|TypeScript,True,1.0,
browser-use/browser-use,2161,ai,fix,Python,2025-Q2,0.003,0.002995508979798479,66661.0,11.10739035441195,unweighted_full_sample,,fix|Python,True,1.0,
robinkarlberg/transfer.zip-web,37,ai,fix,JavaScript,2025-Q3,0.021,0.020782539182528505,1295.0,7.16703787691222,unweighted_full_sample,,fix|JavaScript,True,1.0,
antiwork/gumroad,337,ai,fix,Ruby,2025-Q2,0.002,0.001998002662673056,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
imbhargav5/rooks,1832,ai,fix,TypeScript,2025-Q3,0.083,0.07973496801885356,3318.0,8.107418811719974,unweighted_full_sample,,fix|TypeScript,True,1.0,
prebid/Prebid.js,13283,ai,fix,JavaScript,2025-Q2,0.014,0.013902905168991422,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
microsoft/magentic-ui,62,ai,fix,Python,2025-Q2,0.002,0.001998002662673056,6674.0,8.80612448326845,unweighted_full_sample,,fix|Python,True,1.0,
antiwork/gumroad,342,ai,fix,Ruby,2025-Q2,0.002,0.001998002662673056,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
aldinokemal/go-whatsapp-web-multidevice,314,ai,fix,Go,2025-Q3,0.057,0.055434706888100586,2131.0,7.664815785285735,unweighted_full_sample,,fix|Go,True,1.0,
SimonHalvdansson/Harmonic-HN,219,ai,fix,Java,2025-Q2,0.028,0.027615167032973367,746.0,6.616065185132817,unweighted_full_sample,,fix|Java,True,1.0,
cornerstonejs/cornerstone3D,1998,ai,fix,TypeScript,2025-Q2,0.012,0.011928570865273802,773.0,6.651571873589727,unweighted_full_sample,,fix|TypeScript,True,1.0,
mlflow/mlflow,15863,ai,fix,Python,2025-Q2,0.001,0.0009995003330835331,21402.0,9.971286378100563,unweighted_full_sample,,fix|Python,True,1.0,
langfuse/langfuse,7703,ai,fix,TypeScript,2025-Q3,0.002,0.001998002662673056,14483.0,9.580799870885532,unweighted_full_sample,,fix|TypeScript,True,1.0,
OpenHFT/Java-Thread-Affinity,159,ai,fix,Java,2025-Q2,0.025,0.0246926125903715,1854.0,7.5256399750415355,unweighted_full_sample,,fix|Java,True,1.0,
antiwork/gumroad,366,ai,fix,Ruby,2025-Q2,0.002,0.001998002662673056,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
getsentry/sentry,94261,ai,fix,Python,2025-Q2,0.005,0.004987541511039074,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
parse-community/parse-dashboard,2882,ai,fix,JavaScript,2025-Q3,0.046,0.044973365642731154,3773.0,8.235890725928495,unweighted_full_sample,,fix|JavaScript,True,1.0,
sysadminsmedia/homebox,875,ai,fix,Go,2025-Q3,0.002,0.001998002662673056,3368.0,8.122371243406553,unweighted_full_sample,,fix|Go,True,1.0,
antiwork/gumroad,357,ai,fix,Ruby,2025-Q2,0.008,0.007968169649176874,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
invoke-ai/InvokeAI,8185,ai,fix,TypeScript,2025-Q3,0.034,0.03343477608623739,25600.0,10.150386692204734,unweighted_full_sample,,fix|TypeScript,True,1.0,
prebid/Prebid.js,13336,ai,fix,JavaScript,2025-Q2,0.004,0.003992021269537453,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
docling-project/docling,1926,ai,fix,Python,2025-Q3,0.01,0.009950330853168083,34981.0,10.462588922467008,unweighted_full_sample,,fix|Python,True,1.0,
erpc/erpc,243,ai,fix,Go,2025-Q2,0.22,0.1988508587451652,518.0,6.251903883165888,unweighted_full_sample,,fix|Go,True,1.0,
novuhq/novu,8746,ai,fix,TypeScript,2025-Q3,0.002,0.001998002662673056,37349.0,10.528088190560963,unweighted_full_sample,,fix|TypeScript,True,1.0,
OpenHFT/Java-Thread-Affinity,161,ai,fix,Java,2025-Q2,0.006,0.005982071677547464,1854.0,7.5256399750415355,unweighted_full_sample,,fix|Java,True,1.0,
antiwork/gumroad,171,ai,fix,Ruby,2025-Q2,0.029,0.028587456851912555,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
microsoft/autogen,6747,ai,fix,Python,2025-Q3,0.126,0.11867152971749864,48110.0,10.781266120176918,unweighted_full_sample,,fix|Python,True,1.0,
tldraw/tldraw,6352,ai,fix,TypeScript,2025-Q2,0.026,0.02566774674857779,41090.0,10.623544398402931,unweighted_full_sample,,fix|TypeScript,True,1.0,
parse-community/parse-dashboard,2930,ai,fix,JavaScript,2025-Q3,0.017,0.0168571170664229,3773.0,8.235890725928495,unweighted_full_sample,,fix|JavaScript,True,1.0,
antiwork/gumroad,665,ai,fix,Ruby,2025-Q3,0.002,0.001998002662673056,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
getsentry/sentry,94258,ai,fix,Python,2025-Q2,0.02,0.019802627296179712,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
prebid/Prebid.js,13354,ai,fix,JavaScript,2025-Q2,0.007,0.006975613736425242,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
antiwork/gumroad,246,ai,fix,Ruby,2025-Q2,0.004,0.003992021269537453,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
ryokun6/ryos,195,ai,fix,TypeScript,2025-Q3,0.051,0.04974209189481407,558.0,6.326149473155099,unweighted_full_sample,,fix|TypeScript,True,1.0,
parse-community/parse-dashboard,2880,ai,fix,JavaScript,2025-Q3,0.011,0.010939940038334364,3773.0,8.235890725928495,unweighted_full_sample,,fix|JavaScript,True,1.0,
crewAIInc/crewAI,2396,ai,fix,Python,2025-Q1,0.007,0.006975613736425242,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
sysadminsmedia/homebox,862,ai,fix,Go,2025-Q3,0.003,0.002995508979798479,3368.0,8.122371243406553,unweighted_full_sample,,fix|Go,True,1.0,
nrwl/nx-console,2579,ai,fix,TypeScript,2025-Q3,0.031,0.030529205034822874,1370.0,7.223295679562314,unweighted_full_sample,,fix|TypeScript,True,1.0,
prebid/Prebid.js,13157,ai,fix,JavaScript,2025-Q2,0.007,0.006975613736425242,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
antiwork/gumroad,419,ai,fix,Ruby,2025-Q2,0.004,0.003992021269537453,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
gtg922r/obsidian-numerals,102,ai,fix,TypeScript,2025-Q2,0.134,0.12575120530556033,520.0,6.255750041753367,unweighted_full_sample,,fix|TypeScript,True,1.0,
gensx-inc/gensx,766,ai,fix,TypeScript,2025-Q2,0.002,0.001998002662673056,504.0,6.22455842927536,unweighted_full_sample,,fix|TypeScript,True,1.0,
ryokun6/ryos,34,ai,fix,TypeScript,2025-Q2,0.002,0.001998002662673056,558.0,6.326149473155099,unweighted_full_sample,,fix|TypeScript,True,1.0,
celestiaorg/celestia-core,2095,ai,fix,Go,2025-Q2,0.048,0.04688358589885042,531.0,6.2766434893416445,unweighted_full_sample,,fix|Go,True,1.0,
prebid/Prebid.js,13516,ai,fix,JavaScript,2025-Q3,0.08,0.07696104113612832,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
featureform/enrichmcp,97,ai,fix,Python,2025-Q2,0.002,0.001998002662673056,583.0,6.369900982828227,unweighted_full_sample,,fix|Python,True,1.0,
elixir-lsp/vscode-elixir-ls,485,ai,fix,TypeScript,2025-Q2,0.004,0.003992021269537453,571.0,6.349138991379798,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry,95356,ai,fix,Python,2025-Q3,0.003,0.002995508979798479,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
a16z/halmos,544,ai,fix,Python,2025-Q2,0.155,0.14410034397375687,917.0,6.822197390620491,unweighted_full_sample,,fix|Python,True,1.0,
langbot-app/LangBot,1376,ai,fix,Python,2025-Q2,0.01,0.009950330853168083,12782.0,9.455871442168021,unweighted_full_sample,,fix|Python,True,1.0,
nrwl/nx-console,2597,ai,fix,TypeScript,2025-Q3,0.058,0.05638033343610764,1370.0,7.223295679562314,unweighted_full_sample,,fix|TypeScript,True,1.0,
sysadminsmedia/homebox,892,ai,fix,Go,2025-Q3,0.005,0.004987541511039074,3368.0,8.122371243406553,unweighted_full_sample,,fix|Go,True,1.0,
imbhargav5/rooks,1820,ai,fix,TypeScript,2025-Q3,0.006,0.005982071677547464,3318.0,8.107418811719974,unweighted_full_sample,,fix|TypeScript,True,1.0,
parse-community/parse-dashboard,2897,ai,fix,JavaScript,2025-Q3,0.012,0.011928570865273802,3773.0,8.235890725928495,unweighted_full_sample,,fix|JavaScript,True,1.0,
different-ai/note-companion,307,ai,fix,TypeScript,2025-Q1,15.058,2.776207167762492,696.0,6.546785410760524,unweighted_full_sample,,fix|TypeScript,True,1.0,
langfuse/langfuse,7763,ai,fix,TypeScript,2025-Q3,0.003,0.002995508979798479,14483.0,9.580799870885532,unweighted_full_sample,,fix|TypeScript,True,1.0,
badtuxx/girus-cli,96,ai,fix,Go,2025-Q2,0.049,0.04783732941416013,2054.0,7.628031126930335,unweighted_full_sample,,fix|Go,True,1.0,
microsoft/magentic-ui,59,ai,fix,Python,2025-Q2,0.027,0.02664193094642118,6674.0,8.80612448326845,unweighted_full_sample,,fix|Python,True,1.0,
tegnike/aituber-kit,383,ai,fix,TypeScript,2025-Q2,0.004,0.003992021269537453,698.0,6.54965074223381,unweighted_full_sample,,fix|TypeScript,True,1.0,
browser-use/browser-use,2260,ai,fix,Python,2025-Q3,0.005,0.004987541511039074,66661.0,11.10739035441195,unweighted_full_sample,,fix|Python,True,1.0,
antiwork/gumroad,558,ai,fix,Ruby,2025-Q3,0.006,0.005982071677547464,6643.0,8.801469470733185,unweighted_full_sample,,fix|Ruby,True,1.0,
microsoft/ApplicationInsights-JS,2547,ai,fix,TypeScript,2025-Q2,0.008,0.007968169649176874,671.0,6.51025834052315,unweighted_full_sample,,fix|TypeScript,True,1.0,
openai/openai-agents-js,17,ai,fix,TypeScript,2025-Q2,0.114,0.10795714150509228,925.0,6.8308742346461795,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry,93933,ai,fix,Python,2025-Q2,0.002,0.001998002662673056,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
gbrayhan/microservices-go,41,ai,fix,Go,2025-Q3,0.013,0.012916225266546328,636.0,6.456769655572163,unweighted_full_sample,,fix|Go,True,1.0,
tokens-studio/figma-plugin,3469,ai,fix,TypeScript,2025-Q3,0.077,0.07417939817425151,1469.0,7.293017679772782,unweighted_full_sample,,fix|TypeScript,True,1.0,
cornerstonejs/cornerstone3D,2016,ai,fix,TypeScript,2025-Q2,0.02,0.019802627296179712,773.0,6.651571873589727,unweighted_full_sample,,fix|TypeScript,True,1.0,
browser-use/browser-use,2437,ai,fix,Python,2025-Q3,0.017,0.0168571170664229,66661.0,11.10739035441195,unweighted_full_sample,,fix|Python,True,1.0,
parse-community/parse-dashboard,2899,ai,fix,JavaScript,2025-Q3,0.005,0.004987541511039074,3773.0,8.235890725928495,unweighted_full_sample,,fix|JavaScript,True,1.0,
haydenbleasel/ultracite,173,ai,fix,TypeScript,2025-Q2,7.116,2.0938374219635683,1537.0,7.338238150065589,unweighted_full_sample,,fix|TypeScript,True,1.0,
marimo-team/marimo,3978,ai,fix,Python,2025-Q1,0.04,0.039220713153281295,14933.0,9.611395771595648,unweighted_full_sample,,fix|Python,True,1.0,
elizaOS/eliza,5529,ai,fix,TypeScript,2025-Q3,0.256,0.22793206804600694,16507.0,9.711600390872473,unweighted_full_sample,,fix|TypeScript,True,1.0,
bruin-data/bruin,733,ai,fix,Go,2025-Q2,0.052,0.050693114315518116,962.0,6.870053411798126,unweighted_full_sample,,fix|Go,True,1.0,
microsoft/vscode-mssql,19737,ai,fix,TypeScript,2025-Q3,0.143,0.13365638481267358,1718.0,7.449498005382849,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry,95114,ai,fix,Python,2025-Q3,0.012,0.011928570865273802,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
prebid/Prebid.js,13287,ai,fix,JavaScript,2025-Q2,0.026,0.02566774674857779,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
microsoft/vscode-pull-request-github,7061,ai,fix,TypeScript,2025-Q2,0.001,0.0009995003330835331,2421.0,7.792348924113037,unweighted_full_sample,,fix|TypeScript,True,1.0,
airbytehq/airbyte,54738,ai,fix,Python,2025-Q1,0.854,0.6173454671436633,19011.0,9.8528256377339,unweighted_full_sample,,fix|Python,True,1.0,
invoke-ai/InvokeAI,8218,ai,fix,TypeScript,2025-Q3,0.021,0.020782539182528505,25600.0,10.150386692204734,unweighted_full_sample,,fix|TypeScript,True,1.0,
unsend-dev/unsend,189,ai,fix,TypeScript,2025-Q3,0.021,0.020782539182528505,1787.0,7.488852955733459,unweighted_full_sample,,fix|TypeScript,True,1.0,
PromtEngineer/localGPT,847,ai,fix,Python,2025-Q3,0.091,0.08709470685093376,21751.0,9.987460986312307,unweighted_full_sample,,fix|Python,True,1.0,
novuhq/novu,8749,ai,fix,TypeScript,2025-Q3,0.004,0.003992021269537453,37349.0,10.528088190560963,unweighted_full_sample,,fix|TypeScript,True,1.0,
PaloAltoNetworks/docusaurus-openapi-docs,1193,ai,fix,TypeScript,2025-Q3,0.057,0.055434706888100586,937.0,6.843749949006225,unweighted_full_sample,,fix|TypeScript,True,1.0,
mlflow/mlflow,16878,ai,fix,Python,2025-Q3,0.051,0.04974209189481407,21402.0,9.971286378100563,unweighted_full_sample,,fix|Python,True,1.0,
tldraw/tldraw,6475,ai,fix,TypeScript,2025-Q3,0.015,0.014888612493750654,41090.0,10.623544398402931,unweighted_full_sample,,fix|TypeScript,True,1.0,
docling-project/docling,1975,ai,fix,Python,2025-Q3,0.008,0.007968169649176874,34981.0,10.462588922467008,unweighted_full_sample,,fix|Python,True,1.0,
lingodotdev/lingo.dev,704,ai,fix,TypeScript,2025-Q2,0.067,0.06485097231961631,2784.0,7.932003152361385,unweighted_full_sample,,fix|TypeScript,True,1.0,
ryokun6/ryos,242,ai,fix,TypeScript,2025-Q3,0.011,0.010939940038334364,558.0,6.326149473155099,unweighted_full_sample,,fix|TypeScript,True,1.0,
prebid/Prebid.js,13134,ai,fix,JavaScript,2025-Q2,0.065,0.06297479916138844,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
crewAIInc/crewAI,2588,ai,fix,Python,2025-Q2,0.012,0.011928570865273802,35096.0,10.465870935715712,unweighted_full_sample,,fix|Python,True,1.0,
langfuse/langfuse,7640,ai,fix,TypeScript,2025-Q3,0.01,0.009950330853168083,14483.0,9.580799870885532,unweighted_full_sample,,fix|TypeScript,True,1.0,
pterm/pterm,725,ai,fix,Go,2025-Q2,0.007,0.006975613736425242,5194.0,8.555451903533328,unweighted_full_sample,,fix|Go,True,1.0,
microsoft/autogen,6752,ai,fix,Python,2025-Q3,0.143,0.13365638481267358,48110.0,10.781266120176918,unweighted_full_sample,,fix|Python,True,1.0,
nrwl/nx-console,2616,ai,fix,TypeScript,2025-Q3,0.135,0.126632650933366,1370.0,7.223295679562314,unweighted_full_sample,,fix|TypeScript,True,1.0,
parse-community/parse-dashboard,2902,ai,fix,JavaScript,2025-Q3,0.025,0.0246926125903715,3773.0,8.235890725928495,unweighted_full_sample,,fix|JavaScript,True,1.0,
pdfme/pdfme,804,ai,fix,TypeScript,2025-Q1,0.002,0.001998002662673056,3389.0,8.128585200374497,unweighted_full_sample,,fix|TypeScript,True,1.0,
imbhargav5/rooks,1799,ai,fix,TypeScript,2025-Q3,1.133,0.7575294394892135,3318.0,8.107418811719974,unweighted_full_sample,,fix|TypeScript,True,1.0,
leonteale/pentestpackage,19,ai,fix,Python,2025-Q2,0.022,0.02176149178151269,615.0,6.423246963533519,unweighted_full_sample,,fix|Python,True,1.0,
elizaOS/eliza,5660,ai,fix,TypeScript,2025-Q3,0.008,0.007968169649176874,16507.0,9.711600390872473,unweighted_full_sample,,fix|TypeScript,True,1.0,
dropseed/plain,30,ai,fix,Python,2025-Q2,0.002,0.001998002662673056,619.0,6.429719478039138,unweighted_full_sample,,fix|Python,True,1.0,
liam-hq/liam,1957,ai,fix,TypeScript,2025-Q2,0.007,0.006975613736425242,4194.0,8.341648618901306,unweighted_full_sample,,fix|TypeScript,True,1.0,
remotion-dev/remotion,5406,ai,fix,TypeScript,2025-Q2,0.058,0.05638033343610764,23319.0,10.057066640464429,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry,93325,ai,fix,Python,2025-Q2,0.021,0.020782539182528505,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
trycompai/comp,1055,ai,fix,TypeScript,2025-Q2,0.002,0.001998002662673056,950.0,6.85751406254539,unweighted_full_sample,,fix|TypeScript,True,1.0,
celestiaorg/celestia-core,1995,ai,fix,Go,2025-Q2,0.008,0.007968169649176874,531.0,6.2766434893416445,unweighted_full_sample,,fix|Go,True,1.0,
OHIF/Viewers,4656,ai,fix,TypeScript,2025-Q1,0.043,0.04210117601863539,3740.0,8.227108234348146,unweighted_full_sample,,fix|TypeScript,True,1.0,
getsentry/sentry,93946,ai,fix,Python,2025-Q2,0.015,0.014888612493750654,41579.0,10.635374561412004,unweighted_full_sample,,fix|Python,True,1.0,
prebid/Prebid.js,13387,ai,fix,JavaScript,2025-Q2,0.584,0.4599532933922341,1467.0,7.291656209174461,unweighted_full_sample,,fix|JavaScript,True,1.0,
invoke-ai/InvokeAI,8175,ai,fix,TypeScript,2025-Q3,0.037,0.036331929247390274,25600.0,10.150386692204734,unweighted_full_sample,,fix|TypeScript,True,1.0,
stanford-crfm/levanter,1057,ai,fix,Python,2025-Q3,0.002,0.001998002662673056,628.0,6.444131256700441,unweighted_full_sample,,fix|Python,True,1.0,
sysadminsmedia/homebox,895,ai,fix,Go,2025-Q3,0.152,0.1414995622736995,3368.0,8.122371243406553,unweighted_full_sample,,fix|Go,True,1.0,
jina-ai/node-DeepResearch,50,ai,fix,TypeScript,2025-Q1,0.112,0.10616019582839063,4693.0,8.454040376410969,unweighted_full_sample,,fix|TypeScript,True,1.0,
novuhq/novu,8546,ai,fix,TypeScript,2025-Q2,0.003,0.002995508979798479,37349.0,10.528088190560963,unweighted_full_sample,,fix|TypeScript,True,1.0,
ikamensh/flynt,212,ai,fix,Python,2025-Q3,0.023,0.02273948696948943,718.0,6.577861357721047,unweighted_full_sample,,fix|Python,True,1.0,
reown-com/appkit,4407,ai,fix,TypeScript,2025-Q2,0.058,0.05638033343610764,5202.0,8.556990661290303,unweighted_full_sample,,fix|TypeScript,True,1.0,
