family,task_type,introduced_alert_n,distinct_rule_n,top1_alert_percent,top5_alert_percent,top10_alert_percent,hhi,effective_rule_n
quality,all,1419,60,49.6124031007752,78.15362931642001,86.96264975334742,0.27742939002096284,3.604520775266236
quality,feat,1104,52,52.26449275362319,80.97826086956522,89.67391304347827,0.3060544003360639,3.267392982757141
quality,fix,218,26,43.57798165137615,78.89908256880734,88.9908256880734,0.24156215806750275,4.1397212543554005
quality,refactor,97,14,32.98969072164948,75.25773195876289,94.84536082474227,0.1788712934424487,5.590612002376709
security,all,49,20,16.3265306122449,53.06122448979592,75.51020408163265,0.08121615993336109,12.312820512820513
security,feat,42,16,16.666666666666668,54.76190476190476,80.95238095238095,0.08616780045351473,11.605263157894738
security,fix,6,5,33.333333333333336,100.0,100.0,0.2222222222222222,4.5
security,refactor,1,1,100.0,100.0,100.0,1.0,1.0
