dimension,stratum,family,pr_n,introduced_alert_n,affected_pr_n,affected_pr_percent,affected_pr_wilson_low_percent,affected_pr_wilson_high_percent,alerts_per_100_pr,mean_per_pr,median_per_pr,p95_per_pr,max_per_pr
task_type,all,quality,2317,1419,264,11.394044022442815,10.163672151503334,12.752217117854276,61.24298662063013,0.6124298662063012,0.0,2.0,186
task_type,all,security,2317,49,26,1.122140699179974,0.7669265997844783,1.639160149849391,2.1148036253776437,0.021148036253776436,0.0,0.0,8
task_type,feat,quality,1090,1104,168,15.412844036697248,13.391108492711556,17.677512657111034,101.28440366972477,1.0128440366972478,0.0,4.0,186
task_type,feat,security,1090,42,20,1.834862385321101,1.1908877583325017,2.8171390418183195,3.853211009174312,0.03853211009174312,0.0,0.0,8
task_type,fix,quality,1037,218,75,7.232401157184185,5.808744854051309,8.97174428931941,21.022179363548698,0.210221793635487,0.0,1.0,25
task_type,fix,security,1037,6,5,0.4821600771456123,0.20612053576977152,1.1237130045253019,0.5785920925747348,0.0057859209257473485,0.0,0.0,2
task_type,refactor,quality,190,97,21,11.052631578947368,7.343579369027001,16.30536503099326,51.05263157894737,0.5105263157894737,0.0,4.0,17
task_type,refactor,security,190,1,1,0.5263157894736842,0.09296815656636322,2.9205558110269427,0.5263157894736842,0.005263157894736842,0.0,0.0,1
