dimension,stratum,family,pr_n,introduced_alert_n,affected_pr_n,affected_pr_percent,affected_pr_wilson_low_percent,affected_pr_wilson_high_percent,alerts_per_100_pr,mean_per_pr,median_per_pr,p95_per_pr,max_per_pr
change_size_band,all,quality,3087,775,251,8.130871396177518,7.217979183171217,9.14783787862325,25.105280207321023,0.25105280207321024,0.0,1.0,74
change_size_band,all,security,3087,79,27,0.8746355685131195,0.6018030039774361,1.26957925846845,2.559118885649498,0.02559118885649498,0.0,0.0,20
change_size_band,101_1000,quality,952,410,135,14.180672268907562,12.10840059330349,16.540854604159534,43.0672268907563,0.43067226890756305,0.0,2.0,74
change_size_band,101_1000,security,952,29,13,1.365546218487395,0.7997470257622825,2.3222622306171345,3.046218487394958,0.03046218487394958,0.0,0.0,7
change_size_band,gt_1000,quality,171,239,62,36.25730994152047,29.426971881459778,43.691531980830625,139.76608187134502,1.3976608187134503,0.0,6.0,36
change_size_band,gt_1000,security,171,46,10,5.847953216374269,3.2071705697297124,10.428873753799042,26.900584795321638,0.26900584795321636,0.0,1.0,20
change_size_band,le_100,quality,1964,126,54,2.74949083503055,2.113386359085856,3.5700724540910693,6.415478615071283,0.06415478615071284,0.0,0.0,11
change_size_band,le_100,security,1964,4,4,0.20366598778004075,0.07922934757834985,0.5225192723430224,0.20366598778004075,0.002036659877800407,0.0,0.0,1
